:START_ID(Tag)|:END_ID(Tagclass)|:TYPE
4032|211|hasType
4033|115|hasType
4034|115|hasType
4035|115|hasType
4036|349|hasType
4037|88|hasType
4038|115|hasType
4039|211|hasType
4040|115|hasType
4041|211|hasType
4042|115|hasType
4043|211|hasType
4044|115|hasType
4045|211|hasType
4046|211|hasType
4047|349|hasType
4048|211|hasType
4049|115|hasType
4050|97|hasType
4051|349|hasType
4052|211|hasType
4053|115|hasType
4054|115|hasType
4055|115|hasType
4056|97|hasType
4057|211|hasType
4058|211|hasType
4059|96|hasType
4060|211|hasType
4061|167|hasType
4062|310|hasType
4063|96|hasType
4064|88|hasType
4065|347|hasType
4066|211|hasType
4067|310|hasType
4068|211|hasType
4069|211|hasType
4070|211|hasType
4071|141|hasType
4072|211|hasType
4073|88|hasType
4074|115|hasType
4075|88|hasType
4076|211|hasType
4077|3|hasType
4078|279|hasType
4079|219|hasType
4080|211|hasType
4081|211|hasType
4082|211|hasType
4083|59|hasType
4084|3|hasType
4085|211|hasType
4086|59|hasType
4087|349|hasType
4088|115|hasType
4089|219|hasType
4090|211|hasType
4091|115|hasType
4092|211|hasType
4093|211|hasType
4094|88|hasType
4095|211|hasType
4096|115|hasType
4097|88|hasType
4098|211|hasType
4099|115|hasType
4100|211|hasType
4101|211|hasType
4102|211|hasType
4103|211|hasType
4104|115|hasType
4105|3|hasType
4106|211|hasType
4107|115|hasType
4108|349|hasType
4109|211|hasType
4110|88|hasType
4111|211|hasType
4112|279|hasType
4113|115|hasType
4114|141|hasType
4115|211|hasType
4116|115|hasType
4117|211|hasType
4118|226|hasType
4119|211|hasType
4120|115|hasType
4121|77|hasType
4122|3|hasType
4123|211|hasType
4124|211|hasType
4125|96|hasType
4126|104|hasType
4127|354|hasType
4128|88|hasType
4129|310|hasType
4130|59|hasType
4131|212|hasType
4132|349|hasType
4133|72|hasType
4134|211|hasType
4135|96|hasType
4136|88|hasType
4137|88|hasType
4138|211|hasType
4139|88|hasType
4140|211|hasType
4141|96|hasType
4142|211|hasType
4143|88|hasType
4144|104|hasType
4145|115|hasType
4146|115|hasType
4147|310|hasType
4148|211|hasType
4149|211|hasType
4150|349|hasType
4151|349|hasType
4152|211|hasType
4153|115|hasType
4154|115|hasType
4155|211|hasType
4156|3|hasType
4157|211|hasType
4158|211|hasType
4159|211|hasType
4160|3|hasType
4161|211|hasType
4162|149|hasType
4163|211|hasType
4164|349|hasType
4165|115|hasType
4166|211|hasType
4167|349|hasType
4168|211|hasType
4169|115|hasType
4170|115|hasType
4171|287|hasType
4172|211|hasType
4173|211|hasType
4174|211|hasType
4175|211|hasType
4176|211|hasType
4177|211|hasType
4178|211|hasType
4179|88|hasType
4180|59|hasType
4181|115|hasType
4182|211|hasType
4183|115|hasType
4184|219|hasType
4185|211|hasType
4186|115|hasType
4187|211|hasType
4188|97|hasType
4189|115|hasType
4190|211|hasType
4191|211|hasType
4192|96|hasType
4193|211|hasType
4194|211|hasType
4195|211|hasType
4196|88|hasType
4197|115|hasType
4198|77|hasType
4199|211|hasType
4200|211|hasType
4201|349|hasType
4202|97|hasType
4203|211|hasType
4204|115|hasType
4205|59|hasType
4206|3|hasType
4207|115|hasType
4208|88|hasType
4209|230|hasType
4210|115|hasType
4211|3|hasType
4212|97|hasType
4213|211|hasType
4214|349|hasType
4215|115|hasType
4216|115|hasType
4217|88|hasType
4218|115|hasType
4219|3|hasType
4220|211|hasType
4221|115|hasType
4222|211|hasType
4223|211|hasType
4224|115|hasType
4225|287|hasType
4226|115|hasType
4227|354|hasType
4228|115|hasType
4229|211|hasType
4230|95|hasType
4231|349|hasType
4232|88|hasType
4233|167|hasType
4234|354|hasType
4235|211|hasType
4236|349|hasType
4237|211|hasType
4238|211|hasType
4239|115|hasType
4240|211|hasType
4241|211|hasType
4242|88|hasType
4243|310|hasType
4244|115|hasType
4245|211|hasType
4246|96|hasType
4247|211|hasType
4248|211|hasType
4249|211|hasType
4250|211|hasType
4251|115|hasType
4252|115|hasType
4253|115|hasType
4254|349|hasType
4255|349|hasType
4256|211|hasType
4257|211|hasType
4258|115|hasType
4259|115|hasType
4260|115|hasType
4261|115|hasType
4262|141|hasType
4263|211|hasType
4264|211|hasType
4265|115|hasType
4266|115|hasType
4267|3|hasType
4268|349|hasType
4269|211|hasType
4270|212|hasType
4271|211|hasType
4272|310|hasType
4273|211|hasType
4274|211|hasType
4275|115|hasType
4276|211|hasType
4277|349|hasType
4278|115|hasType
4279|211|hasType
4280|115|hasType
4281|211|hasType
4282|115|hasType
4283|211|hasType
4284|115|hasType
4285|211|hasType
4286|354|hasType
4287|211|hasType
4288|104|hasType
4289|115|hasType
4290|211|hasType
4291|211|hasType
4292|211|hasType
4293|115|hasType
4294|211|hasType
4295|211|hasType
4296|219|hasType
4297|211|hasType
4298|211|hasType
4299|211|hasType
4300|115|hasType
4301|349|hasType
4302|115|hasType
4303|115|hasType
4304|211|hasType
4305|211|hasType
4306|59|hasType
4307|115|hasType
4308|97|hasType
4309|104|hasType
4310|115|hasType
4311|211|hasType
4312|72|hasType
4313|141|hasType
4314|88|hasType
4315|211|hasType
4316|211|hasType
4317|347|hasType
4318|211|hasType
4319|88|hasType
4320|191|hasType
4321|349|hasType
4322|211|hasType
4323|95|hasType
4324|211|hasType
4325|115|hasType
4326|211|hasType
4327|115|hasType
4328|250|hasType
4329|287|hasType
4330|211|hasType
4331|115|hasType
4332|115|hasType
4333|115|hasType
4334|211|hasType
4335|211|hasType
4336|349|hasType
4337|115|hasType
4338|115|hasType
4339|211|hasType
4340|212|hasType
4341|104|hasType
4342|59|hasType
4343|211|hasType
4344|115|hasType
4345|115|hasType
4346|59|hasType
4347|115|hasType
4348|211|hasType
4349|141|hasType
4350|115|hasType
4351|211|hasType
4352|219|hasType
4353|104|hasType
4354|3|hasType
4355|211|hasType
4356|96|hasType
4357|211|hasType
4358|72|hasType
4359|211|hasType
4360|211|hasType
4361|349|hasType
4362|97|hasType
4363|115|hasType
4364|88|hasType
4365|115|hasType
4366|310|hasType
4367|149|hasType
4368|211|hasType
4369|88|hasType
4370|349|hasType
4371|115|hasType
4372|211|hasType
4373|115|hasType
4374|211|hasType
4375|349|hasType
4376|310|hasType
4377|115|hasType
4378|96|hasType
4379|88|hasType
4380|354|hasType
4381|115|hasType
4382|59|hasType
4383|349|hasType
4384|211|hasType
4385|211|hasType
4386|115|hasType
4387|37|hasType
4388|349|hasType
4389|141|hasType
4390|115|hasType
4391|349|hasType
4392|211|hasType
4393|115|hasType
4394|97|hasType
4395|43|hasType
4396|59|hasType
4397|211|hasType
4398|211|hasType
4399|115|hasType
4400|211|hasType
4401|349|hasType
4402|115|hasType
4403|211|hasType
4404|211|hasType
4405|310|hasType
4406|349|hasType
4407|211|hasType
4408|96|hasType
4409|211|hasType
4410|211|hasType
4411|97|hasType
4412|354|hasType
4413|104|hasType
4414|211|hasType
4415|88|hasType
4416|115|hasType
4417|141|hasType
4418|211|hasType
4419|211|hasType
4420|250|hasType
4421|354|hasType
4422|115|hasType
4423|349|hasType
4424|211|hasType
4425|211|hasType
4426|211|hasType
4427|115|hasType
4428|211|hasType
4429|211|hasType
4430|115|hasType
4431|115|hasType
4432|167|hasType
4433|115|hasType
4434|59|hasType
4435|211|hasType
4436|354|hasType
4437|211|hasType
4438|211|hasType
4439|211|hasType
4440|211|hasType
4441|211|hasType
4442|115|hasType
4443|115|hasType
4444|354|hasType
4445|219|hasType
4446|115|hasType
4447|211|hasType
4448|211|hasType
4449|211|hasType
4450|211|hasType
4451|115|hasType
4452|310|hasType
4453|88|hasType
4454|115|hasType
4455|211|hasType
4456|115|hasType
4457|211|hasType
4458|339|hasType
4459|59|hasType
4460|211|hasType
4461|115|hasType
4462|349|hasType
4463|3|hasType
4464|141|hasType
4465|88|hasType
4466|59|hasType
4467|211|hasType
4468|211|hasType
4469|349|hasType
4470|211|hasType
4471|211|hasType
4472|115|hasType
4473|211|hasType
4474|211|hasType
4475|211|hasType
4476|88|hasType
4477|115|hasType
4478|82|hasType
4479|97|hasType
4480|115|hasType
4481|88|hasType
4482|211|hasType
4483|211|hasType
4484|115|hasType
4485|115|hasType
4486|88|hasType
4487|88|hasType
4488|211|hasType
4489|349|hasType
4490|226|hasType
4491|219|hasType
4492|115|hasType
4493|115|hasType
4494|115|hasType
4495|115|hasType
4496|95|hasType
4497|287|hasType
4498|219|hasType
4499|211|hasType
4500|211|hasType
4501|211|hasType
4502|115|hasType
4503|211|hasType
4504|59|hasType
4505|211|hasType
4506|115|hasType
4507|211|hasType
4508|347|hasType
4509|211|hasType
4510|3|hasType
4511|354|hasType
4512|349|hasType
4513|104|hasType
4514|115|hasType
4515|115|hasType
4516|310|hasType
4517|97|hasType
4518|211|hasType
4519|104|hasType
4520|115|hasType
4521|104|hasType
4522|211|hasType
4523|115|hasType
4524|88|hasType
4525|104|hasType
4526|212|hasType
4527|141|hasType
4528|211|hasType
4529|211|hasType
4530|211|hasType
4531|115|hasType
4532|43|hasType
4533|96|hasType
4534|88|hasType
4535|115|hasType
4536|349|hasType
4537|349|hasType
4538|211|hasType
4539|211|hasType
4540|219|hasType
4541|211|hasType
4542|115|hasType
4543|349|hasType
4544|211|hasType
4545|211|hasType
4546|211|hasType
4547|211|hasType
4548|211|hasType
4549|211|hasType
4550|88|hasType
4551|211|hasType
4552|211|hasType
4553|211|hasType
4554|141|hasType
4555|211|hasType
4556|211|hasType
4557|211|hasType
4558|279|hasType
4559|88|hasType
4560|88|hasType
4561|115|hasType
4562|211|hasType
4563|211|hasType
4564|211|hasType
4565|115|hasType
4566|211|hasType
4567|349|hasType
4568|115|hasType
4569|219|hasType
4570|211|hasType
4571|115|hasType
4572|59|hasType
4573|211|hasType
4574|115|hasType
4575|211|hasType
4576|211|hasType
4577|211|hasType
4578|211|hasType
4579|115|hasType
4580|88|hasType
4581|211|hasType
4582|349|hasType
4583|115|hasType
4584|211|hasType
4585|97|hasType
4586|96|hasType
4587|96|hasType
4588|88|hasType
4589|115|hasType
4590|211|hasType
4591|104|hasType
4592|115|hasType
4593|59|hasType
4594|115|hasType
4595|211|hasType
4596|211|hasType
4597|115|hasType
4598|115|hasType
4599|211|hasType
4600|211|hasType
4601|115|hasType
4602|59|hasType
4603|211|hasType
4604|310|hasType
4605|141|hasType
4606|88|hasType
4607|115|hasType
4608|104|hasType
4609|88|hasType
4610|211|hasType
4611|310|hasType
4612|211|hasType
4613|219|hasType
4614|141|hasType
4615|115|hasType
4616|211|hasType
4617|211|hasType
4618|211|hasType
4619|115|hasType
4620|349|hasType
4621|115|hasType
4622|115|hasType
4623|211|hasType
4624|211|hasType
4625|211|hasType
4626|95|hasType
4627|115|hasType
4628|349|hasType
4629|97|hasType
4630|211|hasType
4631|211|hasType
4632|211|hasType
4633|219|hasType
4634|211|hasType
4635|349|hasType
4636|88|hasType
4637|96|hasType
4638|211|hasType
4639|211|hasType
4640|211|hasType
4641|211|hasType
4642|88|hasType
4643|211|hasType
4644|310|hasType
4645|211|hasType
4646|219|hasType
4647|59|hasType
4648|211|hasType
4649|115|hasType
4650|211|hasType
4651|141|hasType
4652|211|hasType
4653|104|hasType
4654|211|hasType
4655|211|hasType
4656|115|hasType
4657|97|hasType
4658|167|hasType
4659|115|hasType
4660|115|hasType
4661|211|hasType
4662|115|hasType
4663|96|hasType
4664|88|hasType
4665|279|hasType
4666|115|hasType
4667|115|hasType
4668|211|hasType
4669|115|hasType
4670|104|hasType
4671|211|hasType
4672|211|hasType
4673|88|hasType
4674|95|hasType
4675|115|hasType
4676|141|hasType
4677|191|hasType
4678|211|hasType
4679|349|hasType
4680|349|hasType
4681|88|hasType
4682|149|hasType
4683|211|hasType
4684|211|hasType
4685|211|hasType
4686|211|hasType
4687|211|hasType
4688|115|hasType
4689|115|hasType
4690|3|hasType
4691|211|hasType
4692|88|hasType
4693|211|hasType
4694|211|hasType
4695|211|hasType
4696|211|hasType
4697|211|hasType
4698|46|hasType
4699|88|hasType
4700|211|hasType
4701|211|hasType
4702|211|hasType
4703|211|hasType
4704|115|hasType
4705|211|hasType
4706|88|hasType
4707|211|hasType
4708|115|hasType
4709|211|hasType
4710|115|hasType
4711|88|hasType
4712|115|hasType
4713|47|hasType
4714|354|hasType
4715|141|hasType
4716|115|hasType
4717|115|hasType
4718|211|hasType
4719|211|hasType
4720|211|hasType
4721|211|hasType
4722|211|hasType
4723|3|hasType
4724|115|hasType
4725|115|hasType
4726|115|hasType
4727|211|hasType
4728|211|hasType
4729|88|hasType
4730|211|hasType
4731|250|hasType
4732|104|hasType
4733|211|hasType
4734|88|hasType
4735|211|hasType
4736|88|hasType
4737|310|hasType
4738|211|hasType
4739|211|hasType
4740|211|hasType
4741|349|hasType
4742|191|hasType
4743|167|hasType
4744|211|hasType
4745|211|hasType
4746|115|hasType
4747|115|hasType
4748|211|hasType
4749|211|hasType
4750|115|hasType
4751|211|hasType
4752|115|hasType
4753|115|hasType
4754|115|hasType
4755|349|hasType
4756|211|hasType
4757|211|hasType
4758|211|hasType
4759|211|hasType
4760|211|hasType
4761|88|hasType
4762|211|hasType
4763|211|hasType
4764|211|hasType
4765|211|hasType
4766|211|hasType
4767|211|hasType
4768|43|hasType
4769|211|hasType
4770|115|hasType
4771|115|hasType
4772|115|hasType
4773|88|hasType
4774|211|hasType
4775|211|hasType
4776|211|hasType
4777|115|hasType
4778|211|hasType
4779|115|hasType
4780|211|hasType
4781|211|hasType
4782|349|hasType
4783|115|hasType
4784|211|hasType
4785|115|hasType
4786|115|hasType
4787|211|hasType
4788|211|hasType
4789|310|hasType
4790|115|hasType
4791|354|hasType
4792|211|hasType
4793|88|hasType
4794|211|hasType
4795|211|hasType
4796|88|hasType
4797|115|hasType
4798|115|hasType
4799|115|hasType
4800|211|hasType
4801|115|hasType
4802|211|hasType
4803|88|hasType
4804|72|hasType
4805|115|hasType
4806|250|hasType
4807|211|hasType
4808|211|hasType
4809|191|hasType
4810|115|hasType
4811|219|hasType
4812|310|hasType
4813|211|hasType
4814|211|hasType
4815|310|hasType
4816|3|hasType
4817|279|hasType
4818|211|hasType
4819|211|hasType
4820|211|hasType
4821|3|hasType
4822|354|hasType
4823|59|hasType
4824|88|hasType
4825|115|hasType
4826|211|hasType
4827|211|hasType
4828|88|hasType
4829|211|hasType
4830|88|hasType
4831|211|hasType
4832|211|hasType
4833|115|hasType
4834|211|hasType
4835|349|hasType
4836|88|hasType
4837|211|hasType
4838|211|hasType
4839|211|hasType
4840|211|hasType
4841|211|hasType
4842|349|hasType
4843|59|hasType
4844|349|hasType
4845|57|hasType
4846|200|hasType
4847|82|hasType
4848|211|hasType
4849|336|hasType
4850|88|hasType
4851|115|hasType
4852|211|hasType
4853|279|hasType
4854|349|hasType
4855|211|hasType
4856|349|hasType
4857|211|hasType
4858|349|hasType
4859|94|hasType
4860|349|hasType
4861|336|hasType
4862|211|hasType
4863|211|hasType
4864|211|hasType
4865|211|hasType
4866|211|hasType
4867|96|hasType
4868|94|hasType
4869|112|hasType
4870|115|hasType
4871|342|hasType
4872|342|hasType
4873|182|hasType
4874|182|hasType
4875|342|hasType
4876|182|hasType
4877|342|hasType
4878|342|hasType
4879|342|hasType
4880|182|hasType
4881|182|hasType
4882|342|hasType
4883|342|hasType
4884|182|hasType
4885|342|hasType
4886|342|hasType
4887|342|hasType
4888|342|hasType
4889|182|hasType
4890|342|hasType
4891|342|hasType
4892|180|hasType
4893|182|hasType
4894|342|hasType
4895|342|hasType
4896|182|hasType
4897|342|hasType
4898|182|hasType
4899|342|hasType
4900|182|hasType
4901|182|hasType
4902|342|hasType
4903|342|hasType
4904|180|hasType
4905|182|hasType
4906|342|hasType
4907|342|hasType
4908|342|hasType
4909|342|hasType
4910|342|hasType
4911|342|hasType
4912|342|hasType
4913|182|hasType
4914|182|hasType
4915|182|hasType
4916|182|hasType
4917|342|hasType
4918|182|hasType
4919|342|hasType
4920|342|hasType
4921|342|hasType
4922|342|hasType
4923|342|hasType
4924|182|hasType
4925|182|hasType
4926|182|hasType
4927|182|hasType
4928|182|hasType
4929|182|hasType
4930|182|hasType
4931|182|hasType
4932|342|hasType
4933|182|hasType
4934|182|hasType
4935|182|hasType
4936|342|hasType
4937|182|hasType
4938|342|hasType
4939|182|hasType
4940|182|hasType
4941|182|hasType
4942|182|hasType
4943|182|hasType
4944|182|hasType
4945|182|hasType
4946|182|hasType
4947|182|hasType
4948|182|hasType
4949|182|hasType
4950|182|hasType
4951|182|hasType
4952|182|hasType
4953|182|hasType
4954|182|hasType
4955|182|hasType
4956|182|hasType
4957|182|hasType
4958|182|hasType
4959|182|hasType
4960|182|hasType
4961|342|hasType
4962|182|hasType
4963|342|hasType
4964|182|hasType
4965|182|hasType
4966|182|hasType
4967|182|hasType
4968|182|hasType
4969|180|hasType
4970|182|hasType
4971|182|hasType
4972|182|hasType
4973|182|hasType
4974|182|hasType
4975|182|hasType
4976|182|hasType
4977|182|hasType
4978|182|hasType
4979|182|hasType
4980|182|hasType
4981|182|hasType
4982|342|hasType
4983|182|hasType
4984|182|hasType
4985|182|hasType
4986|342|hasType
4987|182|hasType
4988|342|hasType
4989|182|hasType
4990|342|hasType
4991|342|hasType
4992|342|hasType
4993|342|hasType
4994|342|hasType
4995|182|hasType
4996|180|hasType
4997|182|hasType
4998|182|hasType
4999|342|hasType
5000|180|hasType
5001|182|hasType
5002|182|hasType
5003|182|hasType
5004|182|hasType
5005|182|hasType
5006|182|hasType
5007|182|hasType
5008|182|hasType
5009|342|hasType
5010|182|hasType
5011|182|hasType
5012|182|hasType
5013|182|hasType
5014|182|hasType
5015|182|hasType
5016|342|hasType
5017|182|hasType
5018|182|hasType
5019|182|hasType
5020|182|hasType
5021|182|hasType
5022|182|hasType
5023|342|hasType
5024|182|hasType
5025|182|hasType
5026|182|hasType
5027|182|hasType
5028|182|hasType
5029|182|hasType
5030|182|hasType
5031|182|hasType
5032|182|hasType
5033|182|hasType
5034|182|hasType
5035|182|hasType
5036|182|hasType
5037|182|hasType
5038|182|hasType
5039|182|hasType
5040|182|hasType
5041|182|hasType
5042|182|hasType
5043|182|hasType
5044|342|hasType
5045|182|hasType
5046|182|hasType
5047|182|hasType
5048|182|hasType
5049|182|hasType
5050|182|hasType
5051|182|hasType
5052|182|hasType
5053|182|hasType
5054|342|hasType
5055|62|hasType
5056|62|hasType
5057|62|hasType
5058|62|hasType
5059|62|hasType
5060|62|hasType
5061|115|hasType
5062|0|hasType
5063|0|hasType
5064|62|hasType
5065|62|hasType
5066|62|hasType
5067|62|hasType
5068|62|hasType
5069|182|hasType
5070|115|hasType
5071|62|hasType
5072|182|hasType
5073|342|hasType
5074|62|hasType
5075|62|hasType
5076|62|hasType
5077|62|hasType
5078|302|hasType
5079|62|hasType
5080|62|hasType
5081|182|hasType
5082|342|hasType
5083|342|hasType
5084|182|hasType
5085|88|hasType
5086|62|hasType
5087|342|hasType
5088|182|hasType
5089|62|hasType
5090|62|hasType
5091|62|hasType
5092|342|hasType
5093|62|hasType
5094|62|hasType
5095|342|hasType
5096|62|hasType
5097|62|hasType
5098|182|hasType
5099|62|hasType
5100|62|hasType
5101|62|hasType
5102|62|hasType
5103|62|hasType
5104|62|hasType
5105|62|hasType
5106|62|hasType
5107|62|hasType
5108|62|hasType
5109|62|hasType
5110|182|hasType
5111|182|hasType
5112|62|hasType
5113|62|hasType
5114|115|hasType
5115|349|hasType
5116|115|hasType
5117|211|hasType
5118|3|hasType
5119|349|hasType
5120|62|hasType
5121|182|hasType
5122|62|hasType
5123|182|hasType
5124|182|hasType
5125|62|hasType
5126|62|hasType
5127|62|hasType
5128|182|hasType
5129|115|hasType
5130|182|hasType
5131|62|hasType
5132|349|hasType
5133|0|hasType
5134|182|hasType
5135|342|hasType
5136|62|hasType
5137|342|hasType
5138|342|hasType
5139|182|hasType
5140|62|hasType
5141|355|hasType
5142|349|hasType
5143|182|hasType
5144|342|hasType
5145|62|hasType
5146|342|hasType
5147|115|hasType
5148|342|hasType
5149|62|hasType
5150|182|hasType
5151|62|hasType
5152|115|hasType
5153|250|hasType
5154|62|hasType
5155|62|hasType
5156|115|hasType
5157|302|hasType
5158|88|hasType
5159|0|hasType
5160|182|hasType
5161|88|hasType
5162|96|hasType
5163|0|hasType
5164|62|hasType
5165|62|hasType
5166|182|hasType
5167|62|hasType
5168|62|hasType
5169|62|hasType
5170|211|hasType
5171|62|hasType
5172|182|hasType
5173|182|hasType
5174|88|hasType
5175|182|hasType
5176|88|hasType
5177|182|hasType
5178|182|hasType
5179|182|hasType
5180|342|hasType
5181|342|hasType
5182|182|hasType
5183|349|hasType
5184|211|hasType
5185|62|hasType
5186|342|hasType
5187|342|hasType
5188|62|hasType
5189|115|hasType
5190|3|hasType
5191|98|hasType
5192|3|hasType
5193|115|hasType
5194|62|hasType
5195|182|hasType
5196|115|hasType
5197|115|hasType
5198|115|hasType
5199|182|hasType
5200|342|hasType
5201|342|hasType
5202|342|hasType
5203|342|hasType
5204|182|hasType
5205|342|hasType
5206|182|hasType
5207|342|hasType
5208|342|hasType
5209|342|hasType
5210|182|hasType
5211|342|hasType
5212|182|hasType
5213|182|hasType
5214|182|hasType
5215|182|hasType
5216|342|hasType
5217|182|hasType
5218|342|hasType
5219|182|hasType
5220|182|hasType
5221|342|hasType
5222|342|hasType
5223|342|hasType
5224|180|hasType
5225|182|hasType
5226|342|hasType
5227|182|hasType
5228|182|hasType
5229|182|hasType
5230|342|hasType
5231|182|hasType
5232|342|hasType
5233|342|hasType
5234|342|hasType
5235|342|hasType
5236|182|hasType
5237|182|hasType
5238|342|hasType
5239|342|hasType
5240|182|hasType
5241|182|hasType
5242|342|hasType
5243|182|hasType
5244|182|hasType
5245|342|hasType
5246|342|hasType
5247|182|hasType
5248|342|hasType
5249|342|hasType
5250|342|hasType
5251|182|hasType
5252|342|hasType
5253|182|hasType
5254|342|hasType
5255|342|hasType
5256|182|hasType
5257|182|hasType
5258|342|hasType
5259|182|hasType
5260|182|hasType
5261|342|hasType
5262|342|hasType
5263|182|hasType
5264|182|hasType
5265|182|hasType
5266|342|hasType
5267|182|hasType
5268|182|hasType
5269|342|hasType
5270|182|hasType
5271|342|hasType
5272|182|hasType
5273|182|hasType
5274|182|hasType
5275|342|hasType
5276|182|hasType
5277|342|hasType
5278|182|hasType
5279|342|hasType
5280|342|hasType
5281|182|hasType
5282|342|hasType
5283|182|hasType
5284|182|hasType
5285|182|hasType
5286|182|hasType
5287|342|hasType
5288|182|hasType
5289|182|hasType
5290|182|hasType
5291|182|hasType
5292|342|hasType
5293|342|hasType
5294|342|hasType
5295|182|hasType
5296|342|hasType
5297|180|hasType
5298|182|hasType
5299|182|hasType
5300|342|hasType
5301|182|hasType
5302|182|hasType
5303|180|hasType
5304|342|hasType
5305|180|hasType
5306|182|hasType
5307|342|hasType
5308|182|hasType
5309|182|hasType
5310|180|hasType
5311|342|hasType
5312|342|hasType
5313|342|hasType
5314|342|hasType
5315|182|hasType
5316|342|hasType
5317|342|hasType
5318|342|hasType
5319|182|hasType
5320|342|hasType
5321|342|hasType
5322|342|hasType
5323|342|hasType
5324|342|hasType
5325|233|hasType
5326|180|hasType
5327|342|hasType
5328|342|hasType
5329|182|hasType
5330|182|hasType
5331|182|hasType
5332|182|hasType
5333|342|hasType
5334|342|hasType
5335|342|hasType
5336|182|hasType
5337|342|hasType
5338|342|hasType
5339|342|hasType
5340|342|hasType
5341|342|hasType
5342|182|hasType
5343|342|hasType
5344|342|hasType
5345|182|hasType
5346|342|hasType
5347|342|hasType
5348|182|hasType
5349|342|hasType
5350|180|hasType
5351|182|hasType
5352|182|hasType
5353|342|hasType
5354|182|hasType
5355|182|hasType
5356|182|hasType
5357|342|hasType
5358|182|hasType
5359|182|hasType
5360|182|hasType
5361|182|hasType
5362|342|hasType
5363|342|hasType
5364|182|hasType
5365|342|hasType
5366|342|hasType
5367|342|hasType
5368|182|hasType
5369|342|hasType
5370|342|hasType
5371|342|hasType
5372|182|hasType
5373|342|hasType
5374|342|hasType
5375|342|hasType
5376|342|hasType
5377|182|hasType
5378|182|hasType
5379|182|hasType
5380|182|hasType
5381|342|hasType
5382|182|hasType
5383|342|hasType
5384|182|hasType
5385|342|hasType
5386|342|hasType
5387|342|hasType
5388|182|hasType
5389|182|hasType
5390|342|hasType
5391|182|hasType
5392|342|hasType
5393|342|hasType
5394|342|hasType
5395|182|hasType
5396|180|hasType
5397|182|hasType
5398|342|hasType
5399|182|hasType
5400|182|hasType
5401|182|hasType
5402|182|hasType
5403|182|hasType
5404|342|hasType
5405|182|hasType
5406|182|hasType
5407|182|hasType
5408|182|hasType
5409|182|hasType
5410|342|hasType
5411|342|hasType
5412|342|hasType
5413|182|hasType
5414|342|hasType
5415|182|hasType
5416|182|hasType
5417|342|hasType
5418|211|hasType
5419|342|hasType
5420|182|hasType
5421|182|hasType
5422|182|hasType
5423|182|hasType
5424|182|hasType
5425|182|hasType
5426|182|hasType
5427|182|hasType
5428|342|hasType
5429|182|hasType
5430|182|hasType
5431|182|hasType
5432|182|hasType
5433|182|hasType
5434|182|hasType
5435|182|hasType
5436|342|hasType
5437|182|hasType
5438|115|hasType
5439|182|hasType
5440|211|hasType
5441|182|hasType
5442|62|hasType
5443|182|hasType
5444|182|hasType
5445|115|hasType
5446|182|hasType
5447|342|hasType
5448|182|hasType
5449|182|hasType
5450|182|hasType
5451|182|hasType
5452|182|hasType
5453|342|hasType
5454|342|hasType
5455|342|hasType
5456|182|hasType
5457|182|hasType
5458|182|hasType
5459|342|hasType
5460|342|hasType
5461|182|hasType
5462|182|hasType
5463|182|hasType
5464|182|hasType
5465|182|hasType
5466|182|hasType
5467|182|hasType
5468|182|hasType
5469|182|hasType
5470|182|hasType
5471|342|hasType
5472|342|hasType
5473|182|hasType
5474|182|hasType
5475|182|hasType
5476|342|hasType
5477|182|hasType
5478|342|hasType
5479|182|hasType
5480|342|hasType
5481|182|hasType
5482|182|hasType
5483|180|hasType
5484|342|hasType
5485|342|hasType
5486|342|hasType
5487|182|hasType
5488|182|hasType
5489|342|hasType
5490|182|hasType
5491|182|hasType
5492|182|hasType
5493|182|hasType
5494|342|hasType
5495|342|hasType
5496|182|hasType
5497|182|hasType
5498|342|hasType
5499|180|hasType
5500|182|hasType
5501|182|hasType
5502|182|hasType
5503|342|hasType
5504|182|hasType
5505|180|hasType
5506|182|hasType
5507|182|hasType
5508|182|hasType
5509|182|hasType
5510|182|hasType
5511|182|hasType
5512|342|hasType
5513|342|hasType
5514|182|hasType
5515|180|hasType
5516|342|hasType
5517|342|hasType
5518|182|hasType
5519|182|hasType
5520|342|hasType
5521|182|hasType
5522|182|hasType
5523|182|hasType
5524|182|hasType
5525|342|hasType
5526|182|hasType
5527|342|hasType
5528|182|hasType
5529|182|hasType
5530|342|hasType
5531|342|hasType
5532|182|hasType
5533|182|hasType
5534|182|hasType
5535|342|hasType
5536|182|hasType
5537|182|hasType
5538|182|hasType
5539|182|hasType
5540|180|hasType
5541|182|hasType
5542|182|hasType
5543|182|hasType
5544|342|hasType
5545|342|hasType
5546|115|hasType
5547|182|hasType
5548|182|hasType
5549|342|hasType
5550|180|hasType
5551|182|hasType
5552|182|hasType
5553|342|hasType
5554|182|hasType
5555|342|hasType
5556|182|hasType
5557|182|hasType
5558|182|hasType
5559|342|hasType
5560|342|hasType
5561|182|hasType
5562|182|hasType
5563|182|hasType
5564|182|hasType
5565|182|hasType
5566|182|hasType
5567|182|hasType
5568|182|hasType
5569|180|hasType
5570|182|hasType
5571|182|hasType
5572|180|hasType
5573|180|hasType
5574|182|hasType
5575|342|hasType
5576|342|hasType
5577|342|hasType
5578|182|hasType
5579|342|hasType
5580|342|hasType
5581|180|hasType
5582|182|hasType
5583|342|hasType
