:START_ID(Post)|:END_ID(Place)|:TYPE
206158431452|29|isLocatedIn
206158431453|29|isLocatedIn
206158431454|29|isLocatedIn
206158431455|29|isLocatedIn
206158431456|29|isLocatedIn
206158431457|29|isLocatedIn
206158431458|29|isLocatedIn
206158431459|41|isLocatedIn
206158431460|29|isLocatedIn
206158431461|29|isLocatedIn
206158431462|29|isLocatedIn
206158431463|29|isLocatedIn
206158431464|29|isLocatedIn
206158431465|29|isLocatedIn
206158431466|29|isLocatedIn
206158431467|29|isLocatedIn
206158431468|29|isLocatedIn
206158431469|29|isLocatedIn
206158431470|29|isLocatedIn
206158431471|29|isLocatedIn
206158431472|29|isLocatedIn
206158431473|29|isLocatedIn
206158431474|29|isLocatedIn
206158431475|29|isLocatedIn
206158431476|29|isLocatedIn
137438954741|29|isLocatedIn
137438954742|29|isLocatedIn
137438954743|29|isLocatedIn
137438954744|23|isLocatedIn
137438954745|46|isLocatedIn
137438954746|29|isLocatedIn
137438954747|29|isLocatedIn
137438954748|29|isLocatedIn
68719478013|29|isLocatedIn
68719478014|29|isLocatedIn
68719478015|29|isLocatedIn
68719478016|29|isLocatedIn
68719478017|29|isLocatedIn
68719478018|29|isLocatedIn
68719478019|29|isLocatedIn
68719478020|29|isLocatedIn
68719478021|29|isLocatedIn
68719478022|29|isLocatedIn
68719478023|29|isLocatedIn
343597384968|29|isLocatedIn
343597384969|29|isLocatedIn
343597384970|29|isLocatedIn
343597384971|29|isLocatedIn
343597384972|29|isLocatedIn
343597384973|29|isLocatedIn
343597384974|29|isLocatedIn
343597384975|29|isLocatedIn
343597384976|29|isLocatedIn
274877908241|29|isLocatedIn
274877908242|29|isLocatedIn
274877908243|29|isLocatedIn
1300|29|isLocatedIn
1301|29|isLocatedIn
1302|29|isLocatedIn
1303|29|isLocatedIn
1304|29|isLocatedIn
1305|29|isLocatedIn
1306|29|isLocatedIn
1307|29|isLocatedIn
1308|29|isLocatedIn
1309|29|isLocatedIn
1310|29|isLocatedIn
274877908255|29|isLocatedIn
274877908256|29|isLocatedIn
274877908257|29|isLocatedIn
274877908258|29|isLocatedIn
274877908259|29|isLocatedIn
274877908260|29|isLocatedIn
274877908261|29|isLocatedIn
274877908262|29|isLocatedIn
274877908263|29|isLocatedIn
274877908264|29|isLocatedIn
274877908265|29|isLocatedIn
274877908266|29|isLocatedIn
274877908267|29|isLocatedIn
274877908268|29|isLocatedIn
274877908269|29|isLocatedIn
274877908270|29|isLocatedIn
274877908271|29|isLocatedIn
274877908272|29|isLocatedIn
274877908273|29|isLocatedIn
274877908274|29|isLocatedIn
274877908279|80|isLocatedIn
274877908280|80|isLocatedIn
274877908281|99|isLocatedIn
274877908282|80|isLocatedIn
274877908283|80|isLocatedIn
274877908284|80|isLocatedIn
274877908285|80|isLocatedIn
274877908286|80|isLocatedIn
274877908287|80|isLocatedIn
274877908288|80|isLocatedIn
274877908289|80|isLocatedIn
274877908290|80|isLocatedIn
274877908291|80|isLocatedIn
274877908292|80|isLocatedIn
274877908293|80|isLocatedIn
274877908294|92|isLocatedIn
274877908295|80|isLocatedIn
274877908296|80|isLocatedIn
274877908297|80|isLocatedIn
274877908298|80|isLocatedIn
274877908299|80|isLocatedIn
274877908300|80|isLocatedIn
274877908301|80|isLocatedIn
274877908302|80|isLocatedIn
274877908303|80|isLocatedIn
274877908304|80|isLocatedIn
274877908305|80|isLocatedIn
274877908306|80|isLocatedIn
274877908307|80|isLocatedIn
274877908308|80|isLocatedIn
274877908309|80|isLocatedIn
274877908310|80|isLocatedIn
274877908311|80|isLocatedIn
274877908312|80|isLocatedIn
274877908313|80|isLocatedIn
274877908314|80|isLocatedIn
274877908315|80|isLocatedIn
274877908316|80|isLocatedIn
206158431624|89|isLocatedIn
206158431625|89|isLocatedIn
206158431626|89|isLocatedIn
206158431627|89|isLocatedIn
206158431628|89|isLocatedIn
206158431629|89|isLocatedIn
206158431630|89|isLocatedIn
206158431631|89|isLocatedIn
206158431632|89|isLocatedIn
68719478161|89|isLocatedIn
68719478162|89|isLocatedIn
68719478163|89|isLocatedIn
274877908372|89|isLocatedIn
274877908373|89|isLocatedIn
274877908374|89|isLocatedIn
274877908375|89|isLocatedIn
274877908376|89|isLocatedIn
274877908377|89|isLocatedIn
274877908378|89|isLocatedIn
274877908379|89|isLocatedIn
274877908380|89|isLocatedIn
274877908381|89|isLocatedIn
274877908382|89|isLocatedIn
274877908383|89|isLocatedIn
68719478176|89|isLocatedIn
68719478177|89|isLocatedIn
68719478178|89|isLocatedIn
68719478179|89|isLocatedIn
68719478180|89|isLocatedIn
68719478181|89|isLocatedIn
68719478182|89|isLocatedIn
68719478183|89|isLocatedIn
68719478184|89|isLocatedIn
68719478185|89|isLocatedIn
68719478186|89|isLocatedIn
68719478187|89|isLocatedIn
68719478188|89|isLocatedIn
68719478189|89|isLocatedIn
68719478190|89|isLocatedIn
68719478191|89|isLocatedIn
68719478192|89|isLocatedIn
68719478193|89|isLocatedIn
68719478194|89|isLocatedIn
68719478195|89|isLocatedIn
68719478196|89|isLocatedIn
68719478197|89|isLocatedIn
68719478198|89|isLocatedIn
68719478199|89|isLocatedIn
68719478200|89|isLocatedIn
68719478201|89|isLocatedIn
68719478202|89|isLocatedIn
68719478203|89|isLocatedIn
68719478204|89|isLocatedIn
68719478205|89|isLocatedIn
206158431678|89|isLocatedIn
206158431679|89|isLocatedIn
206158431680|89|isLocatedIn
206158431681|89|isLocatedIn
206158431682|89|isLocatedIn
206158431683|89|isLocatedIn
206158431684|89|isLocatedIn
206158431685|89|isLocatedIn
206158431686|89|isLocatedIn
206158431687|89|isLocatedIn
206158431688|89|isLocatedIn
206158431689|89|isLocatedIn
206158431690|89|isLocatedIn
206158431691|89|isLocatedIn
206158431692|89|isLocatedIn
68719478221|1|isLocatedIn
68719478222|1|isLocatedIn
68719478223|1|isLocatedIn
68719478224|1|isLocatedIn
68719478225|1|isLocatedIn
68719478226|1|isLocatedIn
68719478227|1|isLocatedIn
68719478228|1|isLocatedIn
68719478229|1|isLocatedIn
68719478230|1|isLocatedIn
68719478231|1|isLocatedIn
68719478232|1|isLocatedIn
68719478233|1|isLocatedIn
68719478234|1|isLocatedIn
68719478235|1|isLocatedIn
68719478236|1|isLocatedIn
68719478237|1|isLocatedIn
68719478238|1|isLocatedIn
68719478239|1|isLocatedIn
68719478240|1|isLocatedIn
68719478241|1|isLocatedIn
68719478242|1|isLocatedIn
68719478243|1|isLocatedIn
68719478244|1|isLocatedIn
68719478245|1|isLocatedIn
68719478246|1|isLocatedIn
68719478247|1|isLocatedIn
68719478248|1|isLocatedIn
68719478249|2|isLocatedIn
68719478250|1|isLocatedIn
68719478251|1|isLocatedIn
68719478252|1|isLocatedIn
68719478253|1|isLocatedIn
68719478254|1|isLocatedIn
206158431727|1|isLocatedIn
274877908464|1|isLocatedIn
274877908465|1|isLocatedIn
274877908466|1|isLocatedIn
274877908467|1|isLocatedIn
274877908468|1|isLocatedIn
274877908469|1|isLocatedIn
274877908470|1|isLocatedIn
274877908471|1|isLocatedIn
274877908472|1|isLocatedIn
274877908473|1|isLocatedIn
274877908474|1|isLocatedIn
274877908475|1|isLocatedIn
274877908476|1|isLocatedIn
274877908477|1|isLocatedIn
274877908478|1|isLocatedIn
137438955007|1|isLocatedIn
137438955008|7|isLocatedIn
68719478273|1|isLocatedIn
68719478274|1|isLocatedIn
68719478275|1|isLocatedIn
68719478276|1|isLocatedIn
68719478277|1|isLocatedIn
68719478278|1|isLocatedIn
68719478279|1|isLocatedIn
68719478280|1|isLocatedIn
343597385225|1|isLocatedIn
343597385226|1|isLocatedIn
343597385227|1|isLocatedIn
343597385228|1|isLocatedIn
206158431757|1|isLocatedIn
206158431758|1|isLocatedIn
206158431759|1|isLocatedIn
206158431760|99|isLocatedIn
206158431761|1|isLocatedIn
206158431762|1|isLocatedIn
206158431763|1|isLocatedIn
206158431764|1|isLocatedIn
137438955029|1|isLocatedIn
137438955030|1|isLocatedIn
137438955031|59|isLocatedIn
137438955032|1|isLocatedIn
137438955033|1|isLocatedIn
137438955034|1|isLocatedIn
137438955035|1|isLocatedIn
68719478300|106|isLocatedIn
274877908515|106|isLocatedIn
274877908516|106|isLocatedIn
274877908517|106|isLocatedIn
274877908518|106|isLocatedIn
206158431820|106|isLocatedIn
206158431821|106|isLocatedIn
206158431822|106|isLocatedIn
206158431823|106|isLocatedIn
206158431824|106|isLocatedIn
206158431825|106|isLocatedIn
206158431826|106|isLocatedIn
206158431827|106|isLocatedIn
206158431828|106|isLocatedIn
206158431829|106|isLocatedIn
206158431830|106|isLocatedIn
206158431831|106|isLocatedIn
206158431832|106|isLocatedIn
206158431833|106|isLocatedIn
206158431834|106|isLocatedIn
206158431835|106|isLocatedIn
206158431836|106|isLocatedIn
137438955101|106|isLocatedIn
137438955102|106|isLocatedIn
137438955103|106|isLocatedIn
137438955104|106|isLocatedIn
137438955105|106|isLocatedIn
137438955106|106|isLocatedIn
137438955107|106|isLocatedIn
137438955108|106|isLocatedIn
137438955109|106|isLocatedIn
137438955110|106|isLocatedIn
137438955111|106|isLocatedIn
137438955112|106|isLocatedIn
137438955113|106|isLocatedIn
137438955114|106|isLocatedIn
137438955115|106|isLocatedIn
137438955116|106|isLocatedIn
137438955117|106|isLocatedIn
137438955118|106|isLocatedIn
137438955119|106|isLocatedIn
137438955120|106|isLocatedIn
206158431857|106|isLocatedIn
206158431858|106|isLocatedIn
206158431865|106|isLocatedIn
206158431866|106|isLocatedIn
206158431867|106|isLocatedIn
206158431868|106|isLocatedIn
206158431869|106|isLocatedIn
206158431870|106|isLocatedIn
68719478399|84|isLocatedIn
68719478412|84|isLocatedIn
206158431892|84|isLocatedIn
68719478438|84|isLocatedIn
68719478441|84|isLocatedIn
68719478453|55|isLocatedIn
274877908715|55|isLocatedIn
274877908716|55|isLocatedIn
274877908717|55|isLocatedIn
274877908718|55|isLocatedIn
274877908719|55|isLocatedIn
274877908720|55|isLocatedIn
274877908721|55|isLocatedIn
137438955250|55|isLocatedIn
137438955251|55|isLocatedIn
137438955252|55|isLocatedIn
137438955253|55|isLocatedIn
137438955254|55|isLocatedIn
137438955255|55|isLocatedIn
137438955256|55|isLocatedIn
137438955257|55|isLocatedIn
137438955258|55|isLocatedIn
137438955259|55|isLocatedIn
137438955260|55|isLocatedIn
137438955261|55|isLocatedIn
137438955262|55|isLocatedIn
137438955263|55|isLocatedIn
137438955264|55|isLocatedIn
137438955265|55|isLocatedIn
137438955266|55|isLocatedIn
137438955267|55|isLocatedIn
137438955268|55|isLocatedIn
137438955269|55|isLocatedIn
137438955270|55|isLocatedIn
137438955271|55|isLocatedIn
137438955272|55|isLocatedIn
137438955273|55|isLocatedIn
137438955274|55|isLocatedIn
137438955275|55|isLocatedIn
137438955276|55|isLocatedIn
137438955277|47|isLocatedIn
137438955278|55|isLocatedIn
137438955279|66|isLocatedIn
137438955280|55|isLocatedIn
137438955281|55|isLocatedIn
206158432018|55|isLocatedIn
206158432019|55|isLocatedIn
206158432020|55|isLocatedIn
206158432021|55|isLocatedIn
206158432022|55|isLocatedIn
206158432023|55|isLocatedIn
206158432024|55|isLocatedIn
206158432025|55|isLocatedIn
206158432026|55|isLocatedIn
206158432027|55|isLocatedIn
206158432028|55|isLocatedIn
206158432029|55|isLocatedIn
206158432030|55|isLocatedIn
206158432031|55|isLocatedIn
206158432032|55|isLocatedIn
206158432033|55|isLocatedIn
206158432034|55|isLocatedIn
206158432035|55|isLocatedIn
206158432036|55|isLocatedIn
206158432037|55|isLocatedIn
206158432038|55|isLocatedIn
206158432039|55|isLocatedIn
206158432040|55|isLocatedIn
206158432041|55|isLocatedIn
206158432042|55|isLocatedIn
206158432043|55|isLocatedIn
206158432044|55|isLocatedIn
206158432045|55|isLocatedIn
206158432046|55|isLocatedIn
206158432047|55|isLocatedIn
206158432048|55|isLocatedIn
206158432049|55|isLocatedIn
206158432050|55|isLocatedIn
206158432051|55|isLocatedIn
206158432052|55|isLocatedIn
206158432053|55|isLocatedIn
274877908790|55|isLocatedIn
274877908791|55|isLocatedIn
274877908792|55|isLocatedIn
274877908793|55|isLocatedIn
274877908794|55|isLocatedIn
274877908795|55|isLocatedIn
274877908796|55|isLocatedIn
274877908797|55|isLocatedIn
274877908798|55|isLocatedIn
274877908799|55|isLocatedIn
274877908800|55|isLocatedIn
274877908801|55|isLocatedIn
274877908802|55|isLocatedIn
274877908803|55|isLocatedIn
274877908804|55|isLocatedIn
274877908805|55|isLocatedIn
274877908806|55|isLocatedIn
274877908807|55|isLocatedIn
274877908808|55|isLocatedIn
343597385545|55|isLocatedIn
206158432074|55|isLocatedIn
206158432075|55|isLocatedIn
206158432076|55|isLocatedIn
206158432077|55|isLocatedIn
206158432078|55|isLocatedIn
206158432079|55|isLocatedIn
206158432080|55|isLocatedIn
206158432081|55|isLocatedIn
206158432082|55|isLocatedIn
206158432083|55|isLocatedIn
206158432084|55|isLocatedIn
206158432085|55|isLocatedIn
206158432086|55|isLocatedIn
206158432087|55|isLocatedIn
206158432088|55|isLocatedIn
206158432089|55|isLocatedIn
206158432090|66|isLocatedIn
206158432091|1|isLocatedIn
206158432092|1|isLocatedIn
206158432093|1|isLocatedIn
206158432094|1|isLocatedIn
206158432095|1|isLocatedIn
206158432096|1|isLocatedIn
206158432097|1|isLocatedIn
206158432098|1|isLocatedIn
206158432099|87|isLocatedIn
206158432100|1|isLocatedIn
206158432101|54|isLocatedIn
206158432102|1|isLocatedIn
206158432103|1|isLocatedIn
206158432104|1|isLocatedIn
206158432105|1|isLocatedIn
206158432106|1|isLocatedIn
206158432107|1|isLocatedIn
206158432108|1|isLocatedIn
206158432109|1|isLocatedIn
206158432110|1|isLocatedIn
206158432111|1|isLocatedIn
206158432112|1|isLocatedIn
206158432113|1|isLocatedIn
206158432114|1|isLocatedIn
206158432115|1|isLocatedIn
206158432116|1|isLocatedIn
206158432117|1|isLocatedIn
206158432118|1|isLocatedIn
274877908855|1|isLocatedIn
274877908856|1|isLocatedIn
274877908857|1|isLocatedIn
274877908858|1|isLocatedIn
274877908859|1|isLocatedIn
274877908860|1|isLocatedIn
274877908861|1|isLocatedIn
274877908862|1|isLocatedIn
274877908863|1|isLocatedIn
274877908864|1|isLocatedIn
274877908865|1|isLocatedIn
274877908866|1|isLocatedIn
274877908867|1|isLocatedIn
274877908868|1|isLocatedIn
137438955397|1|isLocatedIn
137438955398|1|isLocatedIn
137438955399|60|isLocatedIn
137438955400|1|isLocatedIn
137438955401|1|isLocatedIn
137438955402|1|isLocatedIn
137438955403|1|isLocatedIn
137438955404|1|isLocatedIn
137438955405|1|isLocatedIn
137438955406|1|isLocatedIn
137438955407|85|isLocatedIn
137438955408|1|isLocatedIn
137438955409|1|isLocatedIn
137438955410|1|isLocatedIn
137438955411|1|isLocatedIn
137438955412|1|isLocatedIn
137438955413|1|isLocatedIn
137438955414|1|isLocatedIn
137438955415|1|isLocatedIn
137438955416|1|isLocatedIn
137438955417|1|isLocatedIn
137438955418|1|isLocatedIn
137438955419|55|isLocatedIn
206158432156|1|isLocatedIn
206158432157|1|isLocatedIn
206158432158|1|isLocatedIn
206158432159|1|isLocatedIn
68719478688|1|isLocatedIn
68719478689|1|isLocatedIn
68719478690|1|isLocatedIn
68719478691|1|isLocatedIn
68719478692|1|isLocatedIn
68719478693|1|isLocatedIn
68719478694|1|isLocatedIn
68719478695|1|isLocatedIn
68719478696|1|isLocatedIn
68719478697|1|isLocatedIn
68719478698|1|isLocatedIn
68719478699|1|isLocatedIn
68719478700|1|isLocatedIn
68719478701|1|isLocatedIn
68719478702|1|isLocatedIn
68719478703|1|isLocatedIn
68719478704|1|isLocatedIn
68719478705|1|isLocatedIn
68719478706|1|isLocatedIn
206158432179|1|isLocatedIn
206158432180|107|isLocatedIn
206158432181|1|isLocatedIn
206158432182|1|isLocatedIn
206158432183|1|isLocatedIn
206158432184|1|isLocatedIn
206158432185|1|isLocatedIn
206158432186|1|isLocatedIn
206158432187|1|isLocatedIn
206158432188|1|isLocatedIn
206158432189|1|isLocatedIn
206158432190|1|isLocatedIn
206158432191|1|isLocatedIn
206158432192|1|isLocatedIn
206158432193|1|isLocatedIn
206158432194|1|isLocatedIn
206158432195|1|isLocatedIn
206158432196|83|isLocatedIn
206158432197|1|isLocatedIn
206158432198|1|isLocatedIn
206158432199|1|isLocatedIn
206158432200|1|isLocatedIn
206158432201|1|isLocatedIn
206158432202|1|isLocatedIn
206158432203|1|isLocatedIn
206158432204|1|isLocatedIn
206158432205|1|isLocatedIn
206158432206|1|isLocatedIn
206158432207|1|isLocatedIn
206158432208|1|isLocatedIn
206158432209|1|isLocatedIn
206158432210|1|isLocatedIn
206158432211|1|isLocatedIn
206158432212|1|isLocatedIn
206158432213|1|isLocatedIn
206158432214|1|isLocatedIn
206158432215|1|isLocatedIn
206158432216|1|isLocatedIn
206158432217|1|isLocatedIn
206158432218|1|isLocatedIn
206158432219|1|isLocatedIn
274877908956|56|isLocatedIn
274877908957|56|isLocatedIn
274877908958|56|isLocatedIn
274877908959|56|isLocatedIn
274877908960|56|isLocatedIn
274877908961|56|isLocatedIn
274877908962|56|isLocatedIn
274877908963|56|isLocatedIn
274877908964|56|isLocatedIn
274877908965|56|isLocatedIn
274877908966|56|isLocatedIn
274877908967|56|isLocatedIn
274877908968|56|isLocatedIn
274877908969|56|isLocatedIn
274877908970|56|isLocatedIn
274877908971|56|isLocatedIn
274877908972|56|isLocatedIn
274877908973|56|isLocatedIn
274877908974|56|isLocatedIn
274877908975|56|isLocatedIn
274877908976|56|isLocatedIn
274877908977|56|isLocatedIn
274877908978|56|isLocatedIn
274877908979|56|isLocatedIn
274877908980|56|isLocatedIn
274877908981|56|isLocatedIn
274877908982|56|isLocatedIn
343597385719|56|isLocatedIn
343597385720|56|isLocatedIn
343597385721|56|isLocatedIn
343597385722|56|isLocatedIn
343597385723|56|isLocatedIn
343597385724|56|isLocatedIn
343597385725|56|isLocatedIn
343597385726|56|isLocatedIn
343597385727|56|isLocatedIn
343597385728|56|isLocatedIn
343597385729|56|isLocatedIn
343597385730|56|isLocatedIn
343597385731|56|isLocatedIn
343597385732|96|isLocatedIn
343597385733|96|isLocatedIn
343597385734|96|isLocatedIn
343597385735|96|isLocatedIn
343597385736|96|isLocatedIn
343597385737|96|isLocatedIn
343597385738|96|isLocatedIn
343597385739|96|isLocatedIn
343597385740|96|isLocatedIn
343597385741|96|isLocatedIn
343597385742|96|isLocatedIn
343597385743|96|isLocatedIn
343597385744|96|isLocatedIn
343597385745|96|isLocatedIn
274877909010|96|isLocatedIn
274877909011|96|isLocatedIn
274877909012|96|isLocatedIn
274877909013|96|isLocatedIn
274877909014|96|isLocatedIn
274877909015|96|isLocatedIn
274877909016|96|isLocatedIn
274877909017|96|isLocatedIn
274877909018|96|isLocatedIn
274877909019|96|isLocatedIn
274877909020|96|isLocatedIn
274877909021|96|isLocatedIn
274877909022|96|isLocatedIn
274877909023|96|isLocatedIn
274877909024|89|isLocatedIn
274877909037|96|isLocatedIn
274877909038|96|isLocatedIn
274877909039|96|isLocatedIn
274877909040|96|isLocatedIn
274877909041|96|isLocatedIn
274877909042|96|isLocatedIn
274877909043|96|isLocatedIn
68719478836|105|isLocatedIn
206158432323|79|isLocatedIn
206158432324|79|isLocatedIn
206158432325|79|isLocatedIn
206158432326|79|isLocatedIn
206158432327|79|isLocatedIn
206158432328|79|isLocatedIn
206158432329|79|isLocatedIn
274877909066|79|isLocatedIn
274877909067|79|isLocatedIn
274877909068|79|isLocatedIn
274877909069|79|isLocatedIn
274877909070|79|isLocatedIn
274877909071|79|isLocatedIn
274877909072|79|isLocatedIn
274877909073|79|isLocatedIn
274877909074|79|isLocatedIn
274877909075|79|isLocatedIn
274877909076|79|isLocatedIn
274877909077|79|isLocatedIn
343597385814|79|isLocatedIn
343597385815|79|isLocatedIn
343597385816|79|isLocatedIn
343597385817|79|isLocatedIn
343597385818|79|isLocatedIn
343597385819|79|isLocatedIn
343597385820|79|isLocatedIn
343597385821|79|isLocatedIn
343597385822|79|isLocatedIn
274877909087|79|isLocatedIn
274877909088|79|isLocatedIn
274877909089|79|isLocatedIn
274877909090|79|isLocatedIn
274877909091|79|isLocatedIn
274877909092|79|isLocatedIn
274877909093|79|isLocatedIn
206158432358|79|isLocatedIn
206158432359|79|isLocatedIn
206158432360|79|isLocatedIn
206158432361|79|isLocatedIn
206158432362|79|isLocatedIn
206158432363|79|isLocatedIn
206158432364|79|isLocatedIn
206158432365|79|isLocatedIn
206158432366|79|isLocatedIn
206158432367|79|isLocatedIn
206158432368|79|isLocatedIn
206158432369|79|isLocatedIn
206158432370|79|isLocatedIn
206158432371|79|isLocatedIn
206158432372|79|isLocatedIn
206158432373|79|isLocatedIn
206158432374|79|isLocatedIn
206158432375|79|isLocatedIn
206158432376|79|isLocatedIn
68719478905|59|isLocatedIn
274877909122|59|isLocatedIn
274877909138|59|isLocatedIn
343597385883|59|isLocatedIn
274877909156|59|isLocatedIn
274877909157|59|isLocatedIn
274877909171|59|isLocatedIn
274877909188|59|isLocatedIn
274877909197|59|isLocatedIn
274877909204|59|isLocatedIn
206158432471|85|isLocatedIn
206158432472|85|isLocatedIn
206158432473|85|isLocatedIn
206158432474|85|isLocatedIn
206158432475|85|isLocatedIn
206158432476|85|isLocatedIn
274877909225|85|isLocatedIn
274877909226|85|isLocatedIn
274877909227|85|isLocatedIn
274877909228|85|isLocatedIn
274877909229|85|isLocatedIn
274877909230|61|isLocatedIn
274877909231|85|isLocatedIn
137438955765|85|isLocatedIn
137438955766|85|isLocatedIn
137438955767|85|isLocatedIn
137438955768|85|isLocatedIn
274877909241|92|isLocatedIn
274877909242|92|isLocatedIn
274877909243|92|isLocatedIn
274877909244|92|isLocatedIn
274877909245|92|isLocatedIn
274877909246|92|isLocatedIn
274877909247|92|isLocatedIn
274877909248|92|isLocatedIn
274877909249|92|isLocatedIn
274877909250|92|isLocatedIn
274877909251|92|isLocatedIn
274877909252|92|isLocatedIn
274877909253|92|isLocatedIn
274877909254|92|isLocatedIn
274877909255|92|isLocatedIn
274877909256|92|isLocatedIn
343597385994|92|isLocatedIn
343597385995|92|isLocatedIn
137438955804|57|isLocatedIn
137438955805|57|isLocatedIn
137438955806|62|isLocatedIn
137438955807|57|isLocatedIn
137438955808|57|isLocatedIn
137438955809|57|isLocatedIn
137438955810|57|isLocatedIn
137438955811|57|isLocatedIn
137438955812|57|isLocatedIn
137438955813|57|isLocatedIn
137438955814|57|isLocatedIn
137438955815|89|isLocatedIn
137438955816|57|isLocatedIn
137438955817|57|isLocatedIn
137438955818|57|isLocatedIn
137438955819|57|isLocatedIn
137438955820|57|isLocatedIn
206158432557|57|isLocatedIn
206158432558|57|isLocatedIn
206158432559|57|isLocatedIn
137438955824|57|isLocatedIn
137438955825|57|isLocatedIn
137438955826|57|isLocatedIn
137438955827|2|isLocatedIn
137438955828|57|isLocatedIn
137438955829|57|isLocatedIn
137438955830|57|isLocatedIn
274877909303|57|isLocatedIn
274877909304|57|isLocatedIn
274877909305|57|isLocatedIn
274877909329|57|isLocatedIn
343597386066|96|isLocatedIn
343597386067|87|isLocatedIn
343597386068|96|isLocatedIn
343597386069|96|isLocatedIn
343597386070|96|isLocatedIn
343597386071|96|isLocatedIn
343597386072|96|isLocatedIn
343597386073|96|isLocatedIn
343597386074|96|isLocatedIn
343597386075|96|isLocatedIn
343597386076|96|isLocatedIn
343597386077|96|isLocatedIn
343597386078|96|isLocatedIn
343597386079|96|isLocatedIn
343597386080|96|isLocatedIn
343597386081|96|isLocatedIn
343597386082|96|isLocatedIn
274877909349|105|isLocatedIn
274877909350|105|isLocatedIn
343597386087|105|isLocatedIn
343597386088|105|isLocatedIn
343597386089|105|isLocatedIn
343597386090|105|isLocatedIn
343597386091|105|isLocatedIn
343597386092|105|isLocatedIn
343597386093|105|isLocatedIn
343597386094|105|isLocatedIn
343597386095|105|isLocatedIn
343597386096|105|isLocatedIn
343597386097|105|isLocatedIn
274877909362|105|isLocatedIn
343597386099|105|isLocatedIn
343597386100|105|isLocatedIn
343597386101|105|isLocatedIn
343597386102|105|isLocatedIn
343597386103|105|isLocatedIn
343597386104|76|isLocatedIn
343597386105|76|isLocatedIn
343597386106|76|isLocatedIn
343597386107|76|isLocatedIn
343597386108|76|isLocatedIn
343597386109|76|isLocatedIn
343597386110|76|isLocatedIn
343597386111|76|isLocatedIn
343597386112|76|isLocatedIn
343597386113|76|isLocatedIn
343597386114|76|isLocatedIn
343597386115|76|isLocatedIn
343597386116|76|isLocatedIn
343597386117|76|isLocatedIn
343597386118|76|isLocatedIn
343597386119|76|isLocatedIn
343597386120|76|isLocatedIn
343597386121|76|isLocatedIn
343597386122|76|isLocatedIn
206158432665|65|isLocatedIn
137438955939|65|isLocatedIn
137438955940|65|isLocatedIn
137438955941|65|isLocatedIn
137438955942|65|isLocatedIn
137438955943|65|isLocatedIn
137438955944|65|isLocatedIn
137438955945|65|isLocatedIn
137438955946|65|isLocatedIn
137438955947|65|isLocatedIn
137438955948|65|isLocatedIn
137438955949|65|isLocatedIn
137438955950|50|isLocatedIn
137438955951|65|isLocatedIn
137438955952|65|isLocatedIn
137438955953|65|isLocatedIn
137438955954|65|isLocatedIn
137438955955|65|isLocatedIn
137438955956|65|isLocatedIn
137438955957|65|isLocatedIn
137438955958|65|isLocatedIn
274877909431|65|isLocatedIn
274877909432|65|isLocatedIn
274877909433|65|isLocatedIn
274877909434|65|isLocatedIn
274877909435|65|isLocatedIn
274877909436|65|isLocatedIn
274877909437|90|isLocatedIn
274877909438|65|isLocatedIn
274877909439|65|isLocatedIn
274877909440|65|isLocatedIn
274877909441|65|isLocatedIn
274877909442|65|isLocatedIn
274877909443|65|isLocatedIn
274877909444|65|isLocatedIn
137438955989|65|isLocatedIn
137438955990|65|isLocatedIn
137438955991|65|isLocatedIn
137438955992|65|isLocatedIn
137438955993|65|isLocatedIn
137438955994|65|isLocatedIn
137438955995|65|isLocatedIn
137438955996|65|isLocatedIn
137438955997|65|isLocatedIn
137438955998|65|isLocatedIn
137438955999|65|isLocatedIn
274877909472|65|isLocatedIn
274877909473|65|isLocatedIn
274877909474|65|isLocatedIn
274877909475|65|isLocatedIn
274877909476|65|isLocatedIn
274877909477|65|isLocatedIn
274877909478|65|isLocatedIn
274877909479|65|isLocatedIn
274877909480|65|isLocatedIn
274877909481|65|isLocatedIn
274877909482|65|isLocatedIn
274877909483|65|isLocatedIn
274877909484|65|isLocatedIn
137438956013|65|isLocatedIn
137438956014|65|isLocatedIn
137438956015|65|isLocatedIn
137438956016|65|isLocatedIn
137438956017|65|isLocatedIn
137438956018|65|isLocatedIn
274877909491|65|isLocatedIn
274877909492|65|isLocatedIn
274877909493|65|isLocatedIn
274877909494|65|isLocatedIn
274877909495|65|isLocatedIn
274877909496|65|isLocatedIn
274877909497|65|isLocatedIn
274877909498|65|isLocatedIn
274877909499|65|isLocatedIn
274877909500|65|isLocatedIn
274877909501|65|isLocatedIn
274877909502|65|isLocatedIn
274877909503|65|isLocatedIn
274877909504|65|isLocatedIn
274877909505|65|isLocatedIn
274877909506|65|isLocatedIn
274877909507|65|isLocatedIn
274877909508|65|isLocatedIn
274877909509|65|isLocatedIn
274877909510|65|isLocatedIn
274877909511|65|isLocatedIn
274877909512|65|isLocatedIn
274877909513|65|isLocatedIn
274877909514|99|isLocatedIn
137438956045|99|isLocatedIn
206158432782|99|isLocatedIn
274877909539|0|isLocatedIn
343597386291|1|isLocatedIn
206158432836|50|isLocatedIn
274877909586|50|isLocatedIn
68719479394|50|isLocatedIn
206158432882|50|isLocatedIn
343597386363|0|isLocatedIn
343597386364|0|isLocatedIn
343597386365|0|isLocatedIn
343597386366|0|isLocatedIn
