:START_ID(Forum)|:END_ID(Person)|joinDate|:TYPE
68719476987|6597069766775|1280758794784|hasMember
68719476987|6597069766887|1280059534840|hasMember
68719476987|6597069766896|1285045824464|hasMember
68719476987|8796093022248|1284358737839|hasMember
68719476987|8796093022276|1283520079052|hasMember
68719476987|8796093022326|1286356037391|hasMember
68719476987|10995116278009|1288900082944|hasMember
137438953724|59|1276998642056|hasMember
137438953724|4398046511113|1278998923234|hasMember
137438953724|6597069766769|1279227692856|hasMember
137438953724|6597069766861|1283463864184|hasMember
137438953724|8796093022390|1283116086070|hasMember
206158430461|4398046511113|1281105934941|hasMember
206158430461|6597069766769|1285056410206|hasMember
206158430461|6597069766861|1285510152828|hasMember
206158430461|8796093022390|1286441982123|hasMember
274877907199|4398046511113|1290112389723|hasMember
274877907199|6597069766769|1284815561569|hasMember
274877907199|6597069766861|1286158181292|hasMember
274877907200|59|1288152738860|hasMember
274877907200|6597069766769|1288041653991|hasMember
274877907200|6597069766861|1289803403903|hasMember
137438953730|59|1277749627417|hasMember
137438953730|6597069766861|1285115027673|hasMember
274877907203|2199023255629|1285006712398|hasMember
274877907203|4398046511146|1284461269739|hasMember
274877907203|4398046511333|1285518220769|hasMember
274877907204|2199023255629|1289489322252|hasMember
274877907204|4398046511333|1287115406022|hasMember
137438953736|2199023255693|1274974330222|hasMember
137438953736|4398046511192|1278777902244|hasMember
137438953736|4398046511239|1279856747882|hasMember
137438953736|4398046511297|1275950995064|hasMember
137438953736|6597069766722|1280908595445|hasMember
137438953736|6597069766775|1281681950915|hasMember
206158430473|4398046511333|1283190343996|hasMember
206158430473|8796093022357|1289796829473|hasMember
274877907210|4398046511327|1286754182851|hasMember
137438953739|150|1276628505371|hasMember
137438953739|2199023255633|1276017310369|hasMember
137438953739|4398046511239|1279627057316|hasMember
206158430477|150|1285160321800|hasMember
206158430477|2199023255633|1283662165515|hasMember
137438953742|4398046511239|1280308665544|hasMember
274877907215|4398046511239|1288708391739|hasMember
274877907218|150|1286975648128|hasMember
274877907218|2199023255633|1287460880074|hasMember
274877907219|246|1288009647065|hasMember
137438953750|76|1274699114171|hasMember
137438953750|94|1273724820854|hasMember
137438953750|2199023255742|1274768987921|hasMember
137438953750|2199023255767|1273781726795|hasMember
137438953750|4398046511219|1274073458846|hasMember
137438953750|4398046511225|1273853519946|hasMember
137438953750|4398046511325|1275950995064|hasMember
137438953750|4398046511327|1274207966530|hasMember
137438953750|4398046511333|1276497697399|hasMember
137438953750|6597069766660|1282115449366|hasMember
137438953750|6597069766672|1280127564721|hasMember
137438953750|6597069766769|1278863074549|hasMember
137438953750|6597069766831|1281937258277|hasMember
137438953750|6597069766861|1285006201878|hasMember
137438953750|8796093022232|1289410331826|hasMember
137438953750|8796093022248|1284994219313|hasMember
137438953750|8796093022252|1284601185496|hasMember
137438953750|8796093022357|1289126903162|hasMember
137438953750|10995116277891|1289358929611|hasMember
274877907223|59|1284775363654|hasMember
274877907223|76|1283826750087|hasMember
274877907223|136|1283726737349|hasMember
274877907223|143|1283553982986|hasMember
274877907223|238|1283840317352|hasMember
274877907223|2199023255580|1283097780281|hasMember
274877907223|2199023255615|1283905656818|hasMember
274877907223|2199023255629|1282931247823|hasMember
274877907223|2199023255746|1284142240861|hasMember
274877907223|2199023255787|1283524644778|hasMember
274877907223|4398046511109|1282969682783|hasMember
274877907223|4398046511113|1283136236020|hasMember
274877907223|4398046511146|1282840636169|hasMember
274877907223|4398046511162|1283116086070|hasMember
274877907223|4398046511205|1284271457416|hasMember
274877907223|4398046511268|1283291112793|hasMember
274877907223|4398046511292|1283670380853|hasMember
274877907223|4398046511333|1284251686299|hasMember
274877907223|6597069766656|1282672925940|hasMember
274877907223|6597069766707|1284044508903|hasMember
274877907223|6597069766756|1282792452022|hasMember
274877907223|6597069766759|1284007495033|hasMember
274877907223|6597069766769|1283035679748|hasMember
274877907223|6597069766775|1282784938244|hasMember
274877907223|6597069766794|1284213479577|hasMember
274877907223|6597069766812|1284399818975|hasMember
274877907223|6597069766822|1284963791473|hasMember
274877907223|8796093022232|1289368986560|hasMember
274877907223|8796093022238|1285506888239|hasMember
274877907223|8796093022375|1285827349935|hasMember
274877907223|8796093022404|1285688538826|hasMember
274877907223|8796093022414|1286813852809|hasMember
274877907223|10995116277992|1289100645693|hasMember
274877907224|59|1290527092653|hasMember
274877907224|76|1285562413638|hasMember
274877907224|143|1289464099709|hasMember
274877907224|238|1289765493697|hasMember
274877907224|2199023255615|1289688489513|hasMember
274877907224|2199023255629|1285209659576|hasMember
274877907224|2199023255746|1290549872467|hasMember
274877907224|4398046511162|1289489333333|hasMember
274877907224|6597069766707|1284741358999|hasMember
274877907224|6597069766756|1283071805712|hasMember
274877907224|6597069766759|1284858019545|hasMember
274877907224|6597069766822|1289906973949|hasMember
343597383961|8796093022232|1290547813441|hasMember
274877907226|59|1290022780033|hasMember
274877907226|143|1288041424875|hasMember
274877907226|2199023255615|1285240454381|hasMember
274877907226|2199023255629|1290627859556|hasMember
274877907226|2199023255787|1286458833272|hasMember
274877907226|4398046511109|1290469741020|hasMember
274877907226|4398046511162|1287631763904|hasMember
274877907226|4398046511268|1288103262799|hasMember
274877907226|4398046511292|1286969079542|hasMember
274877907226|6597069766756|1288887266655|hasMember
274877907226|6597069766759|1289500236268|hasMember
274877907226|6597069766769|1287953204965|hasMember
274877907226|6597069766775|1289935745739|hasMember
274877907226|6597069766794|1288863124952|hasMember
274877907226|6597069766812|1289070036702|hasMember
274877907226|8796093022404|1286468433459|hasMember
274877907226|10995116277992|1290291036649|hasMember
343597383963|2199023255615|1290488466404|hasMember
343597383963|2199023255629|1290552283650|hasMember
343597383963|6597069766756|1290057424867|hasMember
343597383963|8796093022414|1290613240322|hasMember
68719477020|143|1269424530458|hasMember
68719477020|153|1270893633696|hasMember
68719477020|10995116278009|1290117659812|hasMember
274877907229|4398046511146|1288736621871|hasMember
274877907229|4398046511327|1287037537591|hasMember
274877907229|6597069766660|1288163993045|hasMember
343597383967|4398046511146|1290078972279|hasMember
137438953760|111|1273947354510|hasMember
137438953760|2199023255767|1273462336048|hasMember
137438953760|4398046511327|1275338366992|hasMember
137438953760|6597069766746|1279647468551|hasMember
137438953760|8796093022390|1282969682783|hasMember
137438953761|4398046511327|1286084383890|hasMember
137438953761|8796093022390|1288651908020|hasMember
274877907234|111|1286905941178|hasMember
274877907234|4398046511327|1286863701772|hasMember
274877907234|8796093022390|1286942169850|hasMember
137438953764|111|1285040226156|hasMember
137438953764|2199023255767|1288090165956|hasMember
274877907237|111|1287990676374|hasMember
274877907237|2199023255767|1289717128945|hasMember
274877907239|111|1289837545956|hasMember
137438953769|73|1277386585546|hasMember
137438953769|76|1276156149184|hasMember
137438953769|94|1278543388647|hasMember
137438953769|143|1278082493463|hasMember
137438953769|150|1277029829364|hasMember
137438953769|153|1278269650274|hasMember
137438953769|208|1276517251166|hasMember
137438953769|238|1277216268850|hasMember
137438953769|2199023255615|1277612480702|hasMember
137438953769|2199023255633|1276871843686|hasMember
137438953769|2199023255669|1276222749136|hasMember
137438953769|2199023255674|1277034091667|hasMember
137438953769|2199023255711|1277697930776|hasMember
137438953769|2199023255742|1277232199000|hasMember
137438953769|2199023255787|1277637462443|hasMember
137438953769|4398046511105|1278396774016|hasMember
137438953769|4398046511113|1277975072647|hasMember
137438953769|4398046511123|1278344551710|hasMember
137438953769|4398046511136|1276379522316|hasMember
137438953769|4398046511205|1277029714192|hasMember
137438953769|4398046511224|1278522139977|hasMember
137438953769|4398046511225|1277292014907|hasMember
137438953769|4398046511231|1276436982836|hasMember
137438953769|4398046511297|1276497697399|hasMember
137438953769|4398046511315|1276992270410|hasMember
137438953769|6597069766660|1281965560799|hasMember
137438953769|6597069766672|1280106928164|hasMember
137438953769|6597069766674|1280176370628|hasMember
137438953769|6597069766707|1281543790973|hasMember
137438953769|6597069766722|1280273250791|hasMember
137438953769|6597069766769|1280539735470|hasMember
137438953769|6597069766775|1281036187770|hasMember
137438953769|6597069766786|1280534050121|hasMember
137438953769|6597069766795|1283409349791|hasMember
137438953769|6597069766812|1280870251080|hasMember
137438953769|6597069766819|1283333999668|hasMember
137438953769|6597069766899|1283190343996|hasMember
137438953769|8796093022235|1285518220769|hasMember
137438953769|8796093022239|1284461064838|hasMember
137438953769|8796093022248|1285001783556|hasMember
137438953769|8796093022264|1289242618685|hasMember
137438953769|8796093022348|1287167269065|hasMember
137438953769|8796093022390|1284251686299|hasMember
137438953769|8796093022404|1285749024143|hasMember
137438953769|8796093022414|1286087471428|hasMember
137438953769|10995116277891|1288528532755|hasMember
137438953769|10995116277918|1290670436514|hasMember
137438953769|10995116277985|1290657840362|hasMember
206158430506|41|1282078359260|hasMember
206158430506|96|1282627982689|hasMember
206158430506|2199023255589|1282439206706|hasMember
206158430506|2199023255629|1282129333307|hasMember
206158430506|4398046511239|1283130910092|hasMember
206158430506|4398046511327|1283185386193|hasMember
206158430506|6597069766722|1283857448836|hasMember
206158430506|6597069766832|1283083917214|hasMember
206158430506|8796093022375|1285753873795|hasMember
206158430506|10995116277809|1289791406595|hasMember
206158430506|10995116277918|1290134158054|hasMember
274877907243|41|1288072495451|hasMember
274877907243|136|1287973341770|hasMember
274877907243|238|1289393600200|hasMember
274877907243|2199023255612|1289049005055|hasMember
274877907243|2199023255633|1290114536658|hasMember
274877907243|2199023255693|1289770604750|hasMember
274877907243|2199023255767|1288945966251|hasMember
274877907243|4398046511192|1288005064276|hasMember
274877907243|4398046511297|1289410331826|hasMember
274877907243|6597069766660|1288689187320|hasMember
274877907243|6597069766775|1288617596184|hasMember
274877907243|6597069766794|1290033778408|hasMember
274877907243|6597069766831|1289836956586|hasMember
274877907243|6597069766861|1288632667339|hasMember
274877907243|8796093022239|1288767508489|hasMember
274877907243|8796093022390|1289368986560|hasMember
274877907243|10995116277794|1290306165255|hasMember
274877907243|10995116277947|1290680783429|hasMember
274877907246|2199023255629|1286997743266|hasMember
274877907246|2199023255693|1287437510554|hasMember
274877907246|2199023255742|1286356037391|hasMember
274877907246|4398046511106|1286347385926|hasMember
274877907246|4398046511136|1286208626978|hasMember
274877907246|4398046511324|1287198678653|hasMember
274877907246|6597069766660|1288093863999|hasMember
274877907246|6597069766753|1288517665825|hasMember
274877907246|8796093022375|1288046539010|hasMember
274877907246|10995116277918|1289174113136|hasMember
68719477039|41|1268458751063|hasMember
68719477039|59|1269288445904|hasMember
68719477039|76|1268896616509|hasMember
68719477039|94|1270201195293|hasMember
68719477039|108|1268458751063|hasMember
68719477039|136|1269288445904|hasMember
68719477039|143|1269148508010|hasMember
68719477039|238|1269568547296|hasMember
68719477039|2199023255612|1273344838103|hasMember
68719477039|2199023255621|1270678956817|hasMember
68719477039|2199023255634|1272995434647|hasMember
68719477039|2199023255693|1269521799654|hasMember
68719477039|2199023255717|1268609416815|hasMember
68719477039|2199023255756|1273081420464|hasMember
68719477039|4398046511112|1274472933721|hasMember
68719477039|4398046511124|1274737155457|hasMember
68719477039|4398046511133|1277366839806|hasMember
68719477039|4398046511136|1276614072217|hasMember
68719477039|4398046511231|1273701625580|hasMember
68719477039|4398046511268|1274439299257|hasMember
68719477039|4398046511292|1274283497413|hasMember
68719477039|4398046511321|1275499817963|hasMember
68719477039|4398046511351|1277535857812|hasMember
68719477039|6597069766660|1282056195796|hasMember
68719477039|6597069766747|1282129333307|hasMember
68719477039|6597069766753|1281600737842|hasMember
68719477039|8796093022220|1286115880405|hasMember
68719477039|8796093022235|1285006712398|hasMember
68719477039|8796093022239|1282936299651|hasMember
68719477039|8796093022264|1287559166074|hasMember
68719477039|8796093022326|1286997743266|hasMember
68719477039|8796093022357|1289167170248|hasMember
68719477039|8796093022359|1286119679427|hasMember
68719477039|8796093022363|1283863892746|hasMember
68719477039|8796093022375|1285901974518|hasMember
68719477039|8796093022390|1282931247823|hasMember
68719477039|10995116277844|1290542842828|hasMember
137438953786|153|1274974614473|hasMember
137438953786|8796093022248|1285441421126|hasMember
206158430524|153|1287743349132|hasMember
206158430524|8796093022248|1287326880792|hasMember
274877907261|8796093022248|1285694848613|hasMember
206158430526|8796093022248|1290139409118|hasMember
206158430529|153|1283201924443|hasMember
274877907272|153|1282877271423|hasMember
274877907272|2199023255629|1283863892746|hasMember
274877907272|2199023255767|1282958671224|hasMember
274877907272|8796093022248|1285170651121|hasMember
274877907272|8796093022300|1285595437498|hasMember
274877907272|10995116277794|1290662772558|hasMember
274877907272|10995116277827|1290646632371|hasMember
343597384009|2199023255767|1290258698999|hasMember
343597384010|2199023255629|1289521363655|hasMember
343597384010|8796093022300|1289065862622|hasMember
274877907275|2199023255767|1290298802048|hasMember
274877907275|8796093022248|1290635195116|hasMember
343597384012|8796093022248|1288818404719|hasMember
68719477073|76|1269913685928|hasMember
68719477073|150|1269728002662|hasMember
68719477073|228|1271140904002|hasMember
68719477073|246|1270983134167|hasMember
68719477073|2199023255580|1272416568834|hasMember
68719477073|2199023255621|1269897424307|hasMember
68719477073|2199023255689|1269136757533|hasMember
68719477073|2199023255767|1271769402403|hasMember
68719477073|4398046511220|1279949859019|hasMember
68719477073|4398046511231|1274318817630|hasMember
68719477073|4398046511343|1276133437781|hasMember
68719477073|6597069766707|1283585115822|hasMember
68719477073|6597069766708|1280707899109|hasMember
68719477073|6597069766786|1282110379430|hasMember
68719477073|8796093022248|1284825048239|hasMember
68719477073|8796093022264|1289128099855|hasMember
68719477073|8796093022357|1288027349418|hasMember
68719477073|10995116277827|1290647218205|hasMember
68719477073|10995116277891|1288850968949|hasMember
68719477073|10995116277918|1290525736975|hasMember
137438953810|94|1277945632835|hasMember
137438953810|2199023255699|1279082631543|hasMember
137438953810|2199023255713|1278536459564|hasMember
137438953810|2199023255742|1278305971844|hasMember
137438953810|4398046511133|1278895377063|hasMember
137438953810|4398046511147|1277913948529|hasMember
137438953810|4398046511220|1279996803849|hasMember
137438953810|4398046511249|1279627057316|hasMember
137438953810|4398046511325|1279856747882|hasMember
137438953810|4398046511327|1279205475588|hasMember
137438953810|6597069766722|1281514322988|hasMember
137438953810|6597069766747|1283130910092|hasMember
137438953810|6597069766831|1282219161779|hasMember
137438953810|8796093022320|1287056034879|hasMember
68719477075|153|1270048476018|hasMember
68719477075|2199023255629|1268609416815|hasMember
68719477075|2199023255674|1272475429208|hasMember
68719477075|4398046511113|1277942522098|hasMember
137438953812|153|1278298016094|hasMember
137438953812|2199023255629|1278137854773|hasMember
137438953812|4398046511113|1288261722295|hasMember
137438953814|4398046511113|1285723523169|hasMember
68719477079|2199023255629|1283602759226|hasMember
68719477079|2199023255674|1286963534516|hasMember
68719477079|4398046511113|1280847765415|hasMember
68719477080|153|1281810425815|hasMember
68719477080|2199023255629|1281254343094|hasMember
68719477080|2199023255674|1285204887689|hasMember
68719477080|4398046511113|1289504719343|hasMember
274877907289|2199023255629|1286758718816|hasMember
274877907289|2199023255674|1287607360321|hasMember
68719477082|153|1283243253197|hasMember
68719477082|2199023255674|1284933013293|hasMember
206158430555|4398046511113|1289399735121|hasMember
206158430557|76|1282384968210|hasMember
206158430557|143|1282543498007|hasMember
206158430557|2199023255693|1282382597409|hasMember
206158430557|2199023255711|1283012901202|hasMember
206158430557|2199023255712|1282282936918|hasMember
206158430557|2199023255742|1280758794784|hasMember
206158430557|4398046511133|1280967077055|hasMember
206158430557|4398046511220|1283079793463|hasMember
206158430557|4398046511231|1282940512712|hasMember
206158430557|4398046511325|1281681950915|hasMember
206158430557|4398046511333|1281036187770|hasMember
206158430557|6597069766660|1282752216085|hasMember
206158430557|6597069766746|1281669869209|hasMember
206158430557|6597069766786|1282296839340|hasMember
206158430557|8796093022232|1288617596184|hasMember
206158430557|8796093022239|1283752195855|hasMember
206158430557|8796093022390|1282784938244|hasMember
206158430557|10995116277844|1288859702884|hasMember
206158430557|10995116277884|1290360014460|hasMember
350|2199023255629|1270201195293|hasMember
350|2199023255742|1269067968543|hasMember
350|4398046511147|1279028193473|hasMember
350|4398046511239|1277945632835|hasMember
350|4398046511297|1273724820854|hasMember
350|4398046511327|1274531350251|hasMember
350|4398046511333|1278543388647|hasMember
350|8796093022248|1284424273825|hasMember
350|10995116278009|1289089924701|hasMember
137438953824|4398046511147|1283017087960|hasMember
137438953824|4398046511239|1290684541214|hasMember
137438953824|4398046511297|1281634926786|hasMember
137438953824|4398046511333|1281837322220|hasMember
137438953824|8796093022248|1285761342864|hasMember
68719477089|2199023255629|1277244509632|hasMember
68719477089|2199023255742|1270977503793|hasMember
68719477089|4398046511147|1279908961922|hasMember
68719477089|4398046511297|1280488426033|hasMember
68719477089|4398046511327|1274872202486|hasMember
68719477089|4398046511333|1282329183851|hasMember
68719477090|2199023255629|1286607929839|hasMember
68719477090|4398046511239|1289968695141|hasMember
68719477090|4398046511297|1280015219917|hasMember
68719477090|10995116278009|1289322284318|hasMember
68719477091|2199023255629|1281956693507|hasMember
68719477091|2199023255742|1282370215816|hasMember
68719477091|4398046511147|1279802935961|hasMember
68719477091|4398046511239|1283163563877|hasMember
68719477091|4398046511297|1275606762534|hasMember
68719477091|4398046511327|1282411068348|hasMember
68719477093|2199023255629|1273444004278|hasMember
68719477093|2199023255742|1289715836289|hasMember
68719477093|4398046511147|1285481152913|hasMember
68719477093|4398046511239|1283810668479|hasMember
68719477093|4398046511297|1286969833454|hasMember
68719477093|4398046511327|1278259507901|hasMember
68719477093|4398046511333|1279181759813|hasMember
68719477093|8796093022248|1285913085097|hasMember
68719477094|2199023255629|1280433127968|hasMember
68719477094|2199023255742|1280198809672|hasMember
68719477094|4398046511239|1286884528861|hasMember
68719477094|8796093022248|1287605452726|hasMember
343597384039|2199023255629|1289747058752|hasMember
343597384039|8796093022248|1289605242872|hasMember
206158430568|2199023255629|1288409218476|hasMember
206158430568|2199023255742|1285091008865|hasMember
206158430568|4398046511147|1284387192417|hasMember
206158430568|4398046511239|1286152166311|hasMember
206158430568|4398046511297|1281737421455|hasMember
206158430568|4398046511327|1281787647544|hasMember
343597384041|2199023255742|1290124563949|hasMember
362|2199023255629|1286087115242|hasMember
362|4398046511239|1280279753191|hasMember
362|4398046511297|1278702954239|hasMember
362|4398046511327|1275740982055|hasMember
137438953835|41|1278943388030|hasMember
137438953835|102|1279237032866|hasMember
137438953835|143|1279725324737|hasMember
137438953835|2199023255634|1278536396093|hasMember
137438953835|2199023255699|1279614026560|hasMember
137438953835|2199023255717|1277942522098|hasMember
137438953835|2199023255742|1279709383738|hasMember
137438953835|4398046511147|1278315062834|hasMember
137438953835|4398046511151|1278455755825|hasMember
137438953835|4398046511162|1278998923234|hasMember
137438953835|4398046511327|1278752753740|hasMember
137438953835|4398046511333|1277975072647|hasMember
137438953835|6597069766692|1280650074862|hasMember
137438953835|6597069766707|1283914764428|hasMember
137438953835|6597069766746|1281695347765|hasMember
137438953835|6597069766753|1281892120091|hasMember
137438953835|6597069766756|1281077514758|hasMember
137438953835|6597069766759|1279899611657|hasMember
137438953835|6597069766786|1281811927128|hasMember
137438953835|6597069766861|1284988015437|hasMember
137438953835|6597069766896|1283546722965|hasMember
137438953835|8796093022238|1285464366529|hasMember
137438953835|8796093022248|1285624129352|hasMember
137438953835|8796093022252|1284108651578|hasMember
137438953835|8796093022313|1288795968996|hasMember
137438953835|8796093022318|1286411024290|hasMember
137438953835|8796093022320|1287294623124|hasMember
137438953835|8796093022375|1284226624052|hasMember
137438953835|8796093022390|1283136236020|hasMember
137438953835|10995116277891|1290092986428|hasMember
137438953835|10995116277918|1289591568091|hasMember
206158430572|102|1279420233986|hasMember
206158430572|2199023255580|1280305674146|hasMember
206158430572|2199023255767|1281367530352|hasMember
206158430572|4398046511268|1279902542428|hasMember
206158430572|4398046511292|1280238349149|hasMember
206158430572|4398046511297|1280127564721|hasMember
206158430572|4398046511333|1280106928164|hasMember
206158430572|6597069766660|1281824267985|hasMember
206158430572|6597069766708|1279387783221|hasMember
206158430573|153|1281128370160|hasMember
206158430573|4398046511133|1281960996349|hasMember
206158430573|4398046511225|1280709062249|hasMember
206158430573|6597069766722|1281251718304|hasMember
206158430573|6597069766769|1280794331747|hasMember
274877907311|153|1286732361576|hasMember
274877907312|153|1288243306879|hasMember
274877907312|4398046511225|1289952232992|hasMember
274877907312|6597069766769|1286305086756|hasMember
68719477108|153|1270885906660|hasMember
68719477108|4398046511133|1276417729458|hasMember
68719477108|4398046511327|1275280628548|hasMember
68719477108|6597069766794|1281471943712|hasMember
68719477108|6597069766861|1284816145484|hasMember
68719477109|153|1290206083380|hasMember
68719477109|4398046511327|1285835526833|hasMember
68719477109|6597069766794|1283591940972|hasMember
274877907318|153|1286802381401|hasMember
274877907318|4398046511133|1289239634720|hasMember
274877907318|4398046511327|1290430137814|hasMember
274877907318|6597069766794|1286642312275|hasMember
274877907318|6597069766861|1289626655681|hasMember
137438953848|6597069766794|1289676458095|hasMember
137438953848|6597069766861|1286265705343|hasMember
206158430585|153|1285107638453|hasMember
343597384059|4398046511327|1289975034454|hasMember
343597384059|6597069766794|1289537174770|hasMember
274877907324|153|1290586448045|hasMember
274877907324|6597069766794|1289522766709|hasMember
343597384061|4398046511133|1289903849344|hasMember
343597384061|6597069766794|1289174881579|hasMember
274877907326|2199023255693|1283638521003|hasMember
274877907326|10995116277891|1290212115454|hasMember
274877907329|2199023255693|1290159489718|hasMember
206158430596|59|1280326623238|hasMember
206158430596|153|1280358662034|hasMember
206158430596|4398046511113|1280650074862|hasMember
206158430596|4398046511147|1280558593976|hasMember
206158430596|10995116277918|1290358894185|hasMember
274877907334|2199023255629|1285901974518|hasMember
274877907334|2199023255746|1284660791618|hasMember
274877907334|4398046511113|1284226624052|hasMember
274877907334|6597069766747|1285753873795|hasMember
274877907334|8796093022326|1288046539010|hasMember
274877907334|8796093022390|1285827349935|hasMember
274877907335|4398046511113|1286608611752|hasMember
274877907335|6597069766747|1287287186625|hasMember
274877907335|8796093022326|1289809238641|hasMember
274877907335|8796093022390|1286415894025|hasMember
274877907336|2199023255746|1286420819399|hasMember
343597384073|8796093022390|1290320197017|hasMember
396|4398046511109|1273947354510|hasMember
274877907343|4398046511109|1288204806793|hasMember
68719477141|4398046511109|1288452534877|hasMember
137438953880|41|1276183302667|hasMember
137438953880|102|1278016269235|hasMember
137438953880|143|1277713917629|hasMember
137438953880|150|1276917864158|hasMember
137438953880|218|1277707247411|hasMember
137438953880|228|1275979757288|hasMember
137438953880|246|1277660073292|hasMember
137438953880|2199023255565|1277686576293|hasMember
137438953880|2199023255580|1278164016988|hasMember
137438953880|2199023255669|1277371263026|hasMember
137438953880|2199023255693|1275796821846|hasMember
137438953880|2199023255699|1278149640920|hasMember
137438953880|2199023255711|1277035136396|hasMember
137438953880|2199023255746|1276213923192|hasMember
137438953880|4398046511224|1277970182698|hasMember
137438953880|4398046511316|1277524333988|hasMember
137438953880|4398046511351|1276982255779|hasMember
137438953880|6597069766660|1283392415727|hasMember
137438953880|6597069766734|1279239199524|hasMember
137438953880|6597069766763|1281778563125|hasMember
137438953880|6597069766786|1282818391761|hasMember
137438953880|6597069766794|1281749144414|hasMember
137438953880|6597069766828|1280777914900|hasMember
137438953880|6597069766832|1279443703079|hasMember
137438953880|6597069766861|1283687862624|hasMember
137438953880|8796093022235|1284461269739|hasMember
137438953880|8796093022248|1286116492275|hasMember
137438953880|8796093022252|1283178423516|hasMember
137438953880|8796093022288|1286936250084|hasMember
137438953880|8796093022340|1288736621871|hasMember
137438953880|8796093022357|1288453074660|hasMember
137438953880|8796093022390|1282840636169|hasMember
137438953880|8796093022404|1286311973488|hasMember
137438953880|10995116277891|1289982424039|hasMember
206158430617|85|1279918854038|hasMember
206158430617|153|1279385333459|hasMember
206158430617|2199023255589|1279351956859|hasMember
206158430617|2199023255712|1279031056258|hasMember
206158430617|2199023255767|1279839973540|hasMember
206158430617|2199023255779|1279651029011|hasMember
206158430617|2199023255789|1279763319058|hasMember
206158430617|4398046511105|1280214127688|hasMember
206158430617|4398046511162|1279227692856|hasMember
206158430617|4398046511192|1280169328754|hasMember
206158430617|4398046511225|1280517868055|hasMember
206158430617|4398046511232|1278749343901|hasMember
206158430617|4398046511256|1279995606678|hasMember
206158430617|4398046511297|1278863074549|hasMember
206158430617|4398046511327|1279677108325|hasMember
206158430617|4398046511333|1280539735470|hasMember
206158430617|6597069766656|1279778681461|hasMember
206158430617|6597069766660|1283082882464|hasMember
206158430617|6597069766722|1281910635453|hasMember
206158430617|6597069766835|1280794331747|hasMember
206158430617|6597069766861|1282532590978|hasMember
206158430617|8796093022215|1284526237571|hasMember
206158430617|8796093022252|1285069220240|hasMember
206158430617|8796093022288|1287248920969|hasMember
206158430617|8796093022390|1283035679748|hasMember
206158430617|10995116277937|1290086111653|hasMember
206158430618|4398046511225|1282277037300|hasMember
206158430618|4398046511333|1283333999668|hasMember
206158430618|8796093022357|1287728711586|hasMember
274877907355|4398046511333|1288419840488|hasMember
343597384093|8796093022357|1290204647470|hasMember
343597384094|4398046511225|1289977430556|hasMember
343597384094|4398046511333|1289937346248|hasMember
343597384094|8796093022357|1288237269034|hasMember
68719477151|2199023255693|1272364959650|hasMember
68719477151|4398046511113|1279614026560|hasMember
68719477151|4398046511146|1278149640920|hasMember
68719477151|4398046511232|1275055934213|hasMember
68719477151|4398046511239|1279082631543|hasMember
68719477151|10995116277794|1290164598891|hasMember
68719477152|2199023255779|1271387869366|hasMember
68719477152|4398046511327|1274275814594|hasMember
68719477152|6597069766722|1281009154021|hasMember
68719477152|6597069766769|1279763319058|hasMember
206158430625|246|1278702794229|hasMember
206158430625|4398046511124|1279321460011|hasMember
206158430625|6597069766786|1282173478898|hasMember
206158430625|8796093022248|1283930021027|hasMember
206158430625|8796093022357|1288655430902|hasMember
206158430626|246|1289017139123|hasMember
206158430626|4398046511124|1285864426032|hasMember
206158430626|8796093022357|1290489128623|hasMember
274877907364|4398046511124|1289993588496|hasMember
343597384102|4398046511124|1290383165771|hasMember
274877907367|4398046511124|1287425229350|hasMember
274877907367|6597069766786|1287185668998|hasMember
274877907368|150|1286372640263|hasMember
274877907368|4398046511113|1286411024290|hasMember
274877907368|6597069766786|1287989902008|hasMember
206158430643|6597069766660|1282555456523|hasMember
206158430644|6597069766660|1283154251640|hasMember
206158430646|6597069766660|1288565731115|hasMember
274877907385|150|1285739298862|hasMember
274877907385|238|1286400715568|hasMember
274877907385|2199023255616|1285904485256|hasMember
274877907385|2199023255689|1285448905692|hasMember
274877907385|4398046511231|1285101643774|hasMember
274877907385|4398046511343|1285369532380|hasMember
274877907385|6597069766756|1286410172313|hasMember
274877907385|6597069766786|1284823019148|hasMember
274877907385|8796093022348|1286486162531|hasMember
274877907385|8796093022357|1288290723582|hasMember
274877907385|10995116277794|1290635200854|hasMember
274877907385|10995116277918|1289977884213|hasMember
274877907385|10995116277992|1290192500317|hasMember
343597384124|4398046511343|1289958526576|hasMember
343597384125|2199023255616|1288443590539|hasMember
343597384125|10995116277891|1290537258735|hasMember
137438953918|2199023255629|1277366839806|hasMember
137438953918|2199023255693|1277832980034|hasMember
137438953918|2199023255712|1276309836560|hasMember
137438953918|2199023255754|1276417729458|hasMember
137438953918|2199023255779|1275877390278|hasMember
137438953918|4398046511239|1278895377063|hasMember
137438953918|4398046511261|1277063495830|hasMember
137438953918|4398046511327|1276602507209|hasMember
137438953918|6597069766708|1280947305413|hasMember
137438953918|6597069766775|1280967077055|hasMember
137438953918|6597069766794|1282805145192|hasMember
137438953918|6597069766835|1281960996349|hasMember
206158430655|2199023255712|1286214868135|hasMember
206158430655|2199023255754|1282782538362|hasMember
206158430655|4398046511261|1282101255578|hasMember
206158430655|4398046511327|1282786014262|hasMember
206158430655|6597069766835|1285721336809|hasMember
137438953920|2199023255693|1278233888182|hasMember
137438953920|2199023255712|1289770096948|hasMember
