:START_ID(Comment)|:END_ID(Tag)|:TYPE
343597389198|1733|hasTag
206158435801|0|hasTag
206158435801|2027|hasTag
206158435801|2786|hasTag
206158435801|3041|hasTag
206158435803|0|hasTag
206158435803|139|hasTag
206158435803|6377|hasTag
137438959078|0|hasTag
137438959078|9085|hasTag
137438959082|11317|hasTag
137438959086|0|hasTag
137438959086|2844|hasTag
206158435827|788|hasTag
206158435827|11677|hasTag
206158435834|0|hasTag
206158435834|6973|hasTag
206158435834|9272|hasTag
206158435834|12769|hasTag
343597389400|8656|hasTag
343597389400|12691|hasTag
343597389401|2103|hasTag
274877912740|5194|hasTag
274877912753|5829|hasTag
274877912765|5829|hasTag
274877912765|6910|hasTag
274877912768|1375|hasTag
274877912768|5829|hasTag
137438959320|1197|hasTag
137438959320|5829|hasTag
343597390006|2950|hasTag
343597390008|149|hasTag
343597390013|149|hasTag
343597390013|6400|hasTag
274877913504|6|hasTag
274877913504|1206|hasTag
274877913507|6|hasTag
274877913507|3037|hasTag
343597390256|9079|hasTag
274877913534|1410|hasTag
274877913534|9278|hasTag
68719483330|7576|hasTag
68719483334|2918|hasTag
68719483334|12281|hasTag
68719483335|1410|hasTag
68719483335|15209|hasTag
68719483336|5129|hasTag
68719483336|7576|hasTag
68719483338|9101|hasTag
68719483340|1410|hasTag
68719483340|6424|hasTag
68719483340|15209|hasTag
68719483346|3027|hasTag
68719483349|2020|hasTag
68719483350|2020|hasTag
68719483350|2790|hasTag
68719483354|798|hasTag
68719483354|2020|hasTag
68719483357|1444|hasTag
68719483357|2849|hasTag
68719483360|569|hasTag
343597390435|2984|hasTag
343597390436|775|hasTag
343597390436|6411|hasTag
343597390438|11333|hasTag
343597390439|2984|hasTag
343597390439|11642|hasTag
343597390440|3068|hasTag
343597390444|9709|hasTag
343597390445|775|hasTag
343597390445|12053|hasTag
343597390446|11378|hasTag
343597390447|6550|hasTag
343597390448|2984|hasTag
343597390448|12077|hasTag
343597390501|6401|hasTag
343597390502|3077|hasTag
343597390502|6401|hasTag
343597390513|9672|hasTag
343597390517|299|hasTag
343597390517|6401|hasTag
274877913785|5184|hasTag
274877913788|5184|hasTag
274877913788|9125|hasTag
274877913789|5113|hasTag
274877913789|9125|hasTag
274877913792|2913|hasTag
274877913796|7511|hasTag
274877913796|9125|hasTag
274877913797|7511|hasTag
274877913797|8533|hasTag
274877913799|7511|hasTag
274877913799|14747|hasTag
274877913804|775|hasTag
274877913804|7566|hasTag
274877913864|5787|hasTag
274877913865|1184|hasTag
274877913867|5787|hasTag
274877913867|6405|hasTag
274877913871|775|hasTag
274877913871|2975|hasTag
274877913876|775|hasTag
274877913876|2975|hasTag
274877913876|9152|hasTag
274877913878|775|hasTag
274877913878|1952|hasTag
274877913878|2975|hasTag
274877913880|6883|hasTag
274877913881|2116|hasTag
274877913881|6883|hasTag
274877913882|1533|hasTag
343597390681|2028|hasTag
343597390685|1994|hasTag
343597390689|6938|hasTag
343597390690|9323|hasTag
343597390692|776|hasTag
343597390693|5057|hasTag
343597390694|9183|hasTag
274877914007|775|hasTag
274877914007|5465|hasTag
274877914010|775|hasTag
274877914010|806|hasTag
274877914030|7577|hasTag
274877914034|2814|hasTag
343597390774|1421|hasTag
343597390775|13001|hasTag
343597390776|2841|hasTag
343597390779|1032|hasTag
343597390779|1421|hasTag
343597390780|2069|hasTag
343597390780|13001|hasTag
343597390787|1421|hasTag
343597390787|10816|hasTag
343597390788|13001|hasTag
343597390788|14618|hasTag
274877914074|775|hasTag
274877914074|2932|hasTag
274877914075|775|hasTag
274877914075|6369|hasTag
274877914076|1997|hasTag
274877914078|1193|hasTag
274877914084|775|hasTag
274877914084|9243|hasTag
274877914085|775|hasTag
274877914085|6369|hasTag
274877914085|6378|hasTag
274877914086|6728|hasTag
274877914086|9243|hasTag
274877914089|775|hasTag
274877914089|7051|hasTag
274877914089|9243|hasTag
343597390827|775|hasTag
343597390827|12198|hasTag
343597390830|6992|hasTag
343597390841|9144|hasTag
274877914161|573|hasTag
274877914161|8707|hasTag
274877914161|11642|hasTag
274877914161|11855|hasTag
274877914161|14146|hasTag
274877914163|1420|hasTag
274877914163|2006|hasTag
274877914163|2121|hasTag
274877914163|6201|hasTag
274877914163|6772|hasTag
274877914163|8195|hasTag
274877914163|9170|hasTag
274877914163|9194|hasTag
274877914163|14146|hasTag
274877914166|2780|hasTag
274877914166|5114|hasTag
274877914166|11642|hasTag
274877914166|11726|hasTag
274877914166|11855|hasTag
274877914167|566|hasTag
274877914167|1420|hasTag
274877914167|2006|hasTag
274877914167|2121|hasTag
274877914167|2788|hasTag
274877914167|5071|hasTag
274877914167|6411|hasTag
274877914169|569|hasTag
274877914169|573|hasTag
274877914169|2983|hasTag
274877914169|5132|hasTag
274877914169|8707|hasTag
274877914169|11642|hasTag
274877914169|11855|hasTag
274877914170|545|hasTag
274877914170|2983|hasTag
274877914170|3083|hasTag
274877914170|8852|hasTag
274877914170|9059|hasTag
274877914170|11642|hasTag
274877914170|11855|hasTag
274877914172|1205|hasTag
274877914172|2113|hasTag
274877914172|5198|hasTag
274877914172|11642|hasTag
274877914173|9|hasTag
274877914173|1420|hasTag
274877914173|2121|hasTag
274877914173|2949|hasTag
274877914173|6411|hasTag
274877914173|8666|hasTag
274877914173|14010|hasTag
274877914176|565|hasTag
274877914176|1996|hasTag
274877914176|2780|hasTag
274877914176|5114|hasTag
274877914176|7585|hasTag
274877914176|11726|hasTag
274877914176|11855|hasTag
274877914181|1420|hasTag
274877914181|2862|hasTag
274877914181|7287|hasTag
274877914183|1420|hasTag
274877914183|1988|hasTag
274877914183|7287|hasTag
274877914184|2839|hasTag
274877914186|7598|hasTag
274877914188|5861|hasTag
274877914190|1420|hasTag
274877914190|7287|hasTag
274877914190|7462|hasTag
274877914190|11742|hasTag
274877914193|1988|hasTag
274877914193|7287|hasTag
274877914193|7993|hasTag
274877914193|9156|hasTag
274877914200|2020|hasTag
274877914200|2041|hasTag
274877914200|2056|hasTag
274877914200|2843|hasTag
274877914200|4938|hasTag
274877914200|7814|hasTag
274877914200|7899|hasTag
274877914202|9|hasTag
274877914202|2020|hasTag
274877914202|2041|hasTag
274877914202|2056|hasTag
274877914202|2855|hasTag
274877914202|7814|hasTag
274877914202|11533|hasTag
274877914202|11695|hasTag
274877914205|2041|hasTag
274877914205|2056|hasTag
274877914205|5119|hasTag
274877914205|5238|hasTag
274877914205|7814|hasTag
274877914205|8342|hasTag
274877914205|11967|hasTag
274877914208|1032|hasTag
274877914208|2041|hasTag
274877914208|2056|hasTag
274877914208|2062|hasTag
274877914208|5099|hasTag
274877914208|5238|hasTag
274877914208|8342|hasTag
274877914208|11840|hasTag
274877914213|2041|hasTag
274877914213|2056|hasTag
274877914213|2921|hasTag
274877914213|5109|hasTag
274877914213|6424|hasTag
274877914213|10867|hasTag
274877914213|11967|hasTag
274877914217|1178|hasTag
274877914217|1753|hasTag
274877914217|1763|hasTag
274877914217|8562|hasTag
274877914217|9057|hasTag
274877914219|58|hasTag
274877914219|1420|hasTag
274877914219|2076|hasTag
274877914219|7349|hasTag
274877914219|8562|hasTag
274877914220|58|hasTag
274877914220|2076|hasTag
274877914220|5927|hasTag
274877914220|6424|hasTag
274877914220|7349|hasTag
274877914220|9187|hasTag
274877914221|58|hasTag
274877914221|5168|hasTag
274877914221|7349|hasTag
274877914221|9051|hasTag
274877914221|9087|hasTag
274877914223|58|hasTag
274877914223|2797|hasTag
274877914223|5168|hasTag
274877914223|6425|hasTag
274877914223|7014|hasTag
274877914223|7349|hasTag
274877914223|9051|hasTag
274877914223|9087|hasTag
274877914226|58|hasTag
274877914226|2044|hasTag
274877914226|2074|hasTag
274877914226|6424|hasTag
274877914226|7349|hasTag
274877914226|9187|hasTag
274877914226|9298|hasTag
274877914227|58|hasTag
274877914227|1175|hasTag
274877914227|1195|hasTag
274877914227|5156|hasTag
274877914227|5683|hasTag
274877914227|9051|hasTag
274877914228|1178|hasTag
274877914228|1753|hasTag
274877914228|2049|hasTag
274877914228|5185|hasTag
274877914228|6999|hasTag
274877914228|8562|hasTag
274877914228|9057|hasTag
274877914232|577|hasTag
274877914232|1178|hasTag
274877914232|2097|hasTag
274877914232|6370|hasTag
274877914232|7507|hasTag
274877914232|8562|hasTag
274877914235|569|hasTag
274877914235|1178|hasTag
274877914235|2049|hasTag
274877914235|2816|hasTag
274877914235|2860|hasTag
274877914235|6038|hasTag
274877914235|6999|hasTag
274877914235|8562|hasTag
274877914238|1908|hasTag
274877914238|5062|hasTag
274877914238|8964|hasTag
274877914238|9041|hasTag
274877914238|11621|hasTag
274877914238|13507|hasTag
274877914240|1420|hasTag
274877914240|1769|hasTag
274877914240|7538|hasTag
274877914240|7594|hasTag
274877914241|1420|hasTag
274877914241|6078|hasTag
274877914241|6957|hasTag
274877914241|7538|hasTag
274877914241|7594|hasTag
274877914249|4938|hasTag
274877914249|6612|hasTag
274877914249|6957|hasTag
274877914249|7594|hasTag
274877914249|9333|hasTag
274877914251|5954|hasTag
274877914251|6078|hasTag
274877914251|9320|hasTag
274877914251|13370|hasTag
274877914254|1420|hasTag
274877914254|2017|hasTag
274877914254|7538|hasTag
274877914254|11346|hasTag
274877914258|6433|hasTag
274877914258|12011|hasTag
274877914258|12157|hasTag
274877914258|13273|hasTag
274877914259|1420|hasTag
274877914259|2944|hasTag
274877914259|2947|hasTag
274877914259|2963|hasTag
274877914259|7000|hasTag
274877914259|7559|hasTag
274877914260|1170|hasTag
274877914260|2944|hasTag
274877914260|6411|hasTag
274877914260|7509|hasTag
274877914260|13273|hasTag
274877914260|13811|hasTag
274877914262|1170|hasTag
274877914262|1171|hasTag
274877914262|2934|hasTag
274877914262|5151|hasTag
274877914262|13273|hasTag
274877914262|13811|hasTag
274877914263|1171|hasTag
274877914263|2934|hasTag
274877914263|5151|hasTag
274877914263|7010|hasTag
274877914263|9190|hasTag
274877914263|9292|hasTag
274877914263|13811|hasTag
274877914270|9233|hasTag
274877914270|11537|hasTag
274877914270|12157|hasTag
274877914270|13273|hasTag
274877914273|3111|hasTag
274877914273|7509|hasTag
274877914273|9262|hasTag
274877914275|1930|hasTag
274877914275|5296|hasTag
274877914275|7509|hasTag
274877914277|1930|hasTag
274877914277|3110|hasTag
274877914277|13776|hasTag
274877914286|1420|hasTag
274877914286|5620|hasTag
274877914286|6691|hasTag
274877914286|9548|hasTag
274877914286|10337|hasTag
274877914301|578|hasTag
274877914301|1420|hasTag
274877914301|7562|hasTag
274877914301|7927|hasTag
274877914302|1420|hasTag
274877914302|12097|hasTag
274877914302|12172|hasTag
274877914303|5661|hasTag
274877914303|6215|hasTag
274877914303|12172|hasTag
274877914306|1670|hasTag
274877914306|6001|hasTag
274877914306|6404|hasTag
274877914306|7847|hasTag
274877914306|9170|hasTag
274877914393|13068|hasTag
274877914394|1938|hasTag
274877914394|7345|hasTag
274877914399|1938|hasTag
274877914399|2010|hasTag
343597391202|1938|hasTag
343597391202|11875|hasTag
343597391209|1938|hasTag
343597391209|10647|hasTag
343597391211|7546|hasTag
343597391212|1938|hasTag
343597391212|8864|hasTag
343597391213|294|hasTag
343597391213|1938|hasTag
274877914688|1409|hasTag
274877914688|8845|hasTag
274877914688|9158|hasTag
274877914690|2005|hasTag
274877914690|5097|hasTag
274877914690|8845|hasTag
274877914690|9158|hasTag
274877914693|579|hasTag
274877914693|2005|hasTag
274877914693|2855|hasTag
274877914693|5097|hasTag
274877914693|9158|hasTag
274877914695|8845|hasTag
274877914695|11747|hasTag
274877914695|12036|hasTag
274877914700|417|hasTag
274877914700|1409|hasTag
274877914700|5170|hasTag
274877914700|9158|hasTag
274877914705|797|hasTag
274877914705|2005|hasTag
274877914705|6409|hasTag
274877914705|9158|hasTag
274877914708|3076|hasTag
274877914708|6906|hasTag
274877914708|7558|hasTag
274877914708|9176|hasTag
274877914708|9188|hasTag
274877914708|11552|hasTag
274877914709|2926|hasTag
274877914709|6940|hasTag
274877914709|9069|hasTag
274877914709|11552|hasTag
274877914715|2057|hasTag
274877914715|9062|hasTag
274877914715|9188|hasTag
274877914715|11552|hasTag
274877914715|14911|hasTag
274877914716|2816|hasTag
274877914716|5875|hasTag
274877914716|7558|hasTag
274877914716|11552|hasTag
274877914716|11654|hasTag
274877914717|5142|hasTag
274877914717|9213|hasTag
274877914717|11552|hasTag
274877914720|1409|hasTag
274877914720|4886|hasTag
274877914720|7034|hasTag
274877914720|7741|hasTag
274877914720|7919|hasTag
274877914720|9046|hasTag
274877914720|9176|hasTag
274877914720|11552|hasTag
274877914721|2894|hasTag
274877914721|3106|hasTag
274877914721|9062|hasTag
274877914721|11757|hasTag
274877914726|1409|hasTag
274877914726|2823|hasTag
274877914726|2998|hasTag
274877914726|6368|hasTag
274877914726|7146|hasTag
274877914726|10111|hasTag
274877914726|11642|hasTag
274877914726|13260|hasTag
274877914727|416|hasTag
274877914727|1409|hasTag
274877914727|2823|hasTag
274877914727|2998|hasTag
274877914727|3069|hasTag
274877914727|5145|hasTag
274877914727|6371|hasTag
274877914727|9109|hasTag
274877914731|1677|hasTag
274877914731|1766|hasTag
274877914731|2998|hasTag
274877914731|5105|hasTag
274877914731|6371|hasTag
274877914731|7386|hasTag
274877914731|10377|hasTag
274877914733|1409|hasTag
274877914733|1952|hasTag
274877914733|2822|hasTag
274877914733|2998|hasTag
274877914733|6368|hasTag
274877914733|7556|hasTag
274877914733|9185|hasTag
274877914733|13260|hasTag
274877914734|1677|hasTag
274877914734|2036|hasTag
274877914734|2925|hasTag
274877914734|5105|hasTag
274877914734|5421|hasTag
274877914734|6963|hasTag
274877914734|7386|hasTag
274877914742|416|hasTag
274877914742|1409|hasTag
274877914742|2012|hasTag
274877914742|2119|hasTag
274877914742|2951|hasTag
274877914742|8543|hasTag
274877914742|9078|hasTag
274877914742|9299|hasTag
274877914742|9304|hasTag
274877914743|1409|hasTag
274877914743|2119|hasTag
274877914743|2951|hasTag
274877914743|9299|hasTag
274877914743|9304|hasTag
274877914743|12529|hasTag
274877914743|13305|hasTag
274877914743|14922|hasTag
274877914743|15377|hasTag
137438961394|1502|hasTag
137438961394|9177|hasTag
137438961397|1182|hasTag
137438961397|1502|hasTag
137438961402|142|hasTag
137438961402|1676|hasTag
137438961402|2781|hasTag
137438961402|2989|hasTag
137438961402|4854|hasTag
137438961402|5126|hasTag
137438961402|7003|hasTag
137438961402|7572|hasTag
137438961402|7620|hasTag
137438961402|9286|hasTag
137438961402|10153|hasTag
137438961407|2884|hasTag
137438961407|4854|hasTag
137438961407|6206|hasTag
137438961407|7004|hasTag
137438961407|7620|hasTag
137438961407|9341|hasTag
137438961407|10153|hasTag
137438961407|13030|hasTag
137438961407|15617|hasTag
137438961412|778|hasTag
137438961412|4854|hasTag
137438961412|5101|hasTag
137438961412|5109|hasTag
137438961412|7004|hasTag
137438961412|8985|hasTag
137438961412|9853|hasTag
137438961412|10153|hasTag
137438961412|15617|hasTag
206158438335|3103|hasTag
206158438335|11497|hasTag
206158438335|12660|hasTag
206158438335|15661|hasTag
206158438337|595|hasTag
206158438337|1171|hasTag
206158438337|2813|hasTag
206158438337|2826|hasTag
206158438337|5069|hasTag
206158438337|5120|hasTag
206158438337|11376|hasTag
206158438337|15661|hasTag
206158438338|595|hasTag
206158438338|2826|hasTag
206158438338|9204|hasTag
206158438338|9318|hasTag
206158438338|11731|hasTag
206158438341|595|hasTag
206158438341|2008|hasTag
206158438341|2891|hasTag
206158438341|9329|hasTag
206158438341|11731|hasTag
206158438346|2008|hasTag
206158438346|2837|hasTag
206158438346|9185|hasTag
206158438346|9249|hasTag
206158438346|11731|hasTag
206158438347|595|hasTag
206158438347|2787|hasTag
206158438347|2813|hasTag
206158438347|2826|hasTag
206158438347|3065|hasTag
206158438347|7396|hasTag
206158438347|11459|hasTag
206158438349|1171|hasTag
206158438349|2784|hasTag
206158438349|5069|hasTag
206158438349|9423|hasTag
206158438349|11322|hasTag
206158438349|12912|hasTag
137438961616|2852|hasTag
137438961618|2852|hasTag
137438961618|7498|hasTag
137438961621|2862|hasTag
137438961621|7498|hasTag
137438961624|2852|hasTag
137438961624|10814|hasTag
137438961626|277|hasTag
137438961626|2096|hasTag
137438961626|14221|hasTag
137438961628|2862|hasTag
137438961628|5079|hasTag
206158438366|595|hasTag
206158438366|5113|hasTag
206158438366|5126|hasTag
206158438366|7524|hasTag
206158438367|1532|hasTag
206158438367|5113|hasTag
206158438367|7524|hasTag
206158438367|7575|hasTag
137438961637|1404|hasTag
137438961637|3035|hasTag
137438961637|8204|hasTag
137438961637|13177|hasTag
137438961640|277|hasTag
137438961640|1191|hasTag
137438961640|2814|hasTag
137438961640|9274|hasTag
137438961640|13177|hasTag
137438961641|569|hasTag
137438961641|1770|hasTag
137438961641|9132|hasTag
137438961642|1191|hasTag
137438961642|9478|hasTag
137438961642|10406|hasTag
137438961642|12126|hasTag
137438961642|13177|hasTag
343597391920|9264|hasTag
343597391923|2021|hasTag
343597391923|2856|hasTag
274877915195|2021|hasTag
274877915195|10082|hasTag
274877915196|8555|hasTag
206158438473|11351|hasTag
206158438474|2021|hasTag
206158438474|5985|hasTag
206158438476|11679|hasTag
206158438478|2036|hasTag
206158438481|12784|hasTag
274877915227|2021|hasTag
274877915227|5183|hasTag
274877915228|2853|hasTag
274877915228|5183|hasTag
274877915229|2780|hasTag
274877915229|5183|hasTag
343597391986|2021|hasTag
343597391986|2045|hasTag
343597391990|798|hasTag
206158438672|976|hasTag
206158438672|9126|hasTag
206158438676|569|hasTag
206158438678|976|hasTag
206158438678|5132|hasTag
206158438678|9126|hasTag
206158438679|561|hasTag
206158438679|569|hasTag
206158438680|6402|hasTag
137438961948|545|hasTag
137438961949|545|hasTag
137438961949|1182|hasTag
137438961952|1182|hasTag
137438961952|14940|hasTag
137438961954|6385|hasTag
137438961955|5155|hasTag
137438961956|1182|hasTag
137438961956|11656|hasTag
206158438700|976|hasTag
206158438700|2060|hasTag
206158438701|976|hasTag
206158438701|2060|hasTag
206158438701|13891|hasTag
206158438705|976|hasTag
206158438705|11656|hasTag
206158438707|1033|hasTag
274877915451|6|hasTag
274877915451|11689|hasTag
274877915455|6|hasTag
274877915455|6215|hasTag
274877915456|5086|hasTag
274877915456|6215|hasTag
274877915457|5086|hasTag
274877915457|5099|hasTag
274877915458|5086|hasTag
274877915458|6215|hasTag
274877915458|13629|hasTag
274877915461|12851|hasTag
274877915462|6|hasTag
274877915462|9058|hasTag
274877915469|6|hasTag
274877915469|9058|hasTag
274877915470|9353|hasTag
274877915473|7709|hasTag
274877915476|2917|hasTag
274877915476|9353|hasTag
274877915480|6|hasTag
274877915480|12066|hasTag
343597392219|2860|hasTag
343597392219|5193|hasTag
343597392219|5238|hasTag
343597392219|6391|hasTag
343597392219|7380|hasTag
343597392221|2068|hasTag
343597392221|6391|hasTag
343597392221|6426|hasTag
343597392221|13229|hasTag
343597392226|5065|hasTag
343597392226|5114|hasTag
343597392226|5193|hasTag
343597392226|6391|hasTag
343597392226|11311|hasTag
343597392229|778|hasTag
343597392229|5193|hasTag
343597392229|6391|hasTag
343597392229|6401|hasTag
343597392229|9256|hasTag
343597392233|2002|hasTag
343597392233|2860|hasTag
343597392233|5129|hasTag
343597392233|5238|hasTag
343597392233|6391|hasTag
343597392233|8703|hasTag
343597392234|2949|hasTag
343597392234|5065|hasTag
343597392234|5193|hasTag
343597392234|6078|hasTag
343597392234|9259|hasTag
343597392234|11311|hasTag
343597392235|565|hasTag
343597392235|5114|hasTag
343597392235|5193|hasTag
343597392235|9271|hasTag
343597392235|14687|hasTag
68719485296|1538|hasTag
68719485296|4908|hasTag
68719485297|1538|hasTag
68719485297|12041|hasTag
68719485298|1538|hasTag
68719485298|6372|hasTag
68719485300|6403|hasTag
68719485303|2841|hasTag
68719485304|5061|hasTag
68719485309|5346|hasTag
68719485329|13941|hasTag
68719485330|2976|hasTag
68719485333|782|hasTag
68719485333|2976|hasTag
68719485335|1538|hasTag
68719485335|2927|hasTag
343597392283|10246|hasTag
343597392288|9223|hasTag
343597392288|10246|hasTag
68719485350|9145|hasTag
68719485352|9428|hasTag
68719485353|9238|hasTag
68719485355|13538|hasTag
343597392308|1207|hasTag
343597392308|1530|hasTag
343597392308|2850|hasTag
343597392308|5099|hasTag
343597392308|12042|hasTag
343597392310|787|hasTag
343597392310|8039|hasTag
343597392310|11557|hasTag
343597392312|2884|hasTag
343597392312|7580|hasTag
343597392312|8039|hasTag
343597392312|11557|hasTag
343597392313|468|hasTag
343597392313|787|hasTag
343597392313|2903|hasTag
343597392313|11557|hasTag
343597392314|544|hasTag
343597392314|787|hasTag
343597392314|2870|hasTag
343597392314|8039|hasTag
343597392314|11557|hasTag
343597392315|5037|hasTag
343597392315|6068|hasTag
343597392315|6945|hasTag
343597392316|1994|hasTag
343597392316|5037|hasTag
343597392316|6945|hasTag
343597392316|8205|hasTag
343597392317|2794|hasTag
343597392317|9184|hasTag
343597392317|11557|hasTag
343597392322|2112|hasTag
343597392322|2794|hasTag
343597392322|11922|hasTag
343597392325|2945|hasTag
343597392325|5445|hasTag
343597392325|6969|hasTag
343597392325|7559|hasTag
343597392328|1530|hasTag
343597392328|5117|hasTag
343597392328|6155|hasTag
343597392328|7012|hasTag
343597392332|472|hasTag
343597392332|2945|hasTag
343597392332|2951|hasTag
343597392332|5445|hasTag
343597392332|6969|hasTag
343597392335|58|hasTag
343597392335|2945|hasTag
343597392335|5445|hasTag
343597392335|9646|hasTag
343597392335|14312|hasTag
343597392337|472|hasTag
343597392337|1029|hasTag
343597392337|2951|hasTag
343597392337|6369|hasTag
343597392337|9055|hasTag
343597392341|1530|hasTag
343597392341|5078|hasTag
343597392341|6402|hasTag
343597392341|11741|hasTag
343597392342|1530|hasTag
343597392342|2795|hasTag
343597392342|2918|hasTag
343597392342|9164|hasTag
343597392342|9244|hasTag
343597392342|11039|hasTag
343597392342|11543|hasTag
343597392343|590|hasTag
343597392343|1530|hasTag
343597392343|5078|hasTag
343597392343|6402|hasTag
343597392343|11741|hasTag
343597392343|13917|hasTag
68719485704|565|hasTag
68719485704|9334|hasTag
68719485706|565|hasTag
68719485706|2113|hasTag
68719485710|9334|hasTag
68719485710|11699|hasTag
343597392657|565|hasTag
343597392657|2818|hasTag
343597392658|565|hasTag
343597392658|2818|hasTag
343597392658|14057|hasTag
343597392659|565|hasTag
343597392659|9054|hasTag
343597392662|565|hasTag
343597392662|784|hasTag
343597392664|565|hasTag
343597392664|784|hasTag
343597392664|3056|hasTag
137438962459|808|hasTag
137438962459|1503|hasTag
137438962459|3065|hasTag
137438962459|6061|hasTag
137438962460|148|hasTag
137438962460|808|hasTag
137438962460|6429|hasTag
137438962463|808|hasTag
137438962463|1503|hasTag
137438962463|6026|hasTag
137438962463|11987|hasTag
137438962468|144|hasTag
137438962468|808|hasTag
137438962468|2876|hasTag
137438962468|6026|hasTag
137438962470|808|hasTag
137438962470|1668|hasTag
137438962470|11991|hasTag
137438962471|808|hasTag
137438962471|2876|hasTag
137438962471|6026|hasTag
137438962471|7534|hasTag
137438962471|10541|hasTag
137438962474|543|hasTag
137438962474|1940|hasTag
137438962474|8755|hasTag
137438962474|10724|hasTag
137438962474|11347|hasTag
137438962474|13580|hasTag
137438962476|281|hasTag
137438962476|543|hasTag
137438962476|7151|hasTag
137438962476|8755|hasTag
137438962476|11017|hasTag
137438962483|1503|hasTag
137438962483|2113|hasTag
137438962483|4879|hasTag
137438962483|6862|hasTag
137438962483|11685|hasTag
137438962485|1503|hasTag
137438962485|5067|hasTag
137438962485|5169|hasTag
137438962485|7589|hasTag
137438962485|9282|hasTag
137438962485|11506|hasTag
137438962485|11533|hasTag
137438962485|11685|hasTag
137438962493|2023|hasTag
137438962493|5067|hasTag
137438962493|6285|hasTag
137438962493|6953|hasTag
137438962493|7206|hasTag
137438962493|7589|hasTag
137438962493|11685|hasTag
137438962494|2789|hasTag
137438962494|5067|hasTag
137438962494|5114|hasTag
137438962494|10336|hasTag
137438962494|11685|hasTag
137438962494|12904|hasTag
137438962495|2025|hasTag
137438962495|2113|hasTag
137438962495|4879|hasTag
137438962495|8224|hasTag
137438962495|9188|hasTag
137438962495|11685|hasTag
343597392746|10230|hasTag
343597392748|3066|hasTag
343597392748|10230|hasTag
343597392812|7520|hasTag
343597392841|5114|hasTag
343597392841|10449|hasTag
343597392843|14790|hasTag
343597392844|6413|hasTag
343597392844|10449|hasTag
274877916141|10449|hasTag
274877916141|15709|hasTag
343597392878|2051|hasTag
343597392878|10449|hasTag
343597392878|15709|hasTag
274877916143|3002|hasTag
274877916147|5071|hasTag
274877916190|2823|hasTag
274877916199|2092|hasTag
274877916199|10449|hasTag
343597392954|9243|hasTag
343597392955|1172|hasTag
343597392959|2119|hasTag
343597393005|10449|hasTag
343597393005|11583|hasTag
343597393006|10449|hasTag
343597393006|13037|hasTag
343597393007|10449|hasTag
343597393007|13037|hasTag
343597393007|15853|hasTag
343597393008|6949|hasTag
343597393014|9178|hasTag
343597393014|10449|hasTag
343597393014|13037|hasTag
343597393016|11280|hasTag
343597393017|1987|hasTag
343597393017|2919|hasTag
343597393017|10449|hasTag
343597393018|7556|hasTag
343597393094|10449|hasTag
343597393094|10453|hasTag
343597393096|10449|hasTag
343597393096|11986|hasTag
206158439639|2025|hasTag
206158439642|2025|hasTag
206158439642|5311|hasTag
206158439645|6951|hasTag
206158439646|7689|hasTag
206158439646|10449|hasTag
343597393161|2794|hasTag
343597393162|2087|hasTag
343597393163|2066|hasTag
343597393164|9051|hasTag
343597393165|2794|hasTag
343597393165|12246|hasTag
343597393166|9051|hasTag
343597393166|9479|hasTag
343597393168|5153|hasTag
343597393169|7357|hasTag
343597393169|9051|hasTag
343597393170|6963|hasTag
274877916448|10449|hasTag
274877916448|14672|hasTag
274877916451|298|hasTag
274877916451|10449|hasTag
274877916451|14672|hasTag
274877916452|7018|hasTag
274877916461|7049|hasTag
343597393214|11333|hasTag
343597393216|11333|hasTag
343597393216|11712|hasTag
343597393217|5171|hasTag
343597393217|11712|hasTag
274877916486|10226|hasTag
274877916490|1518|hasTag
274877916490|15036|hasTag
274877916491|2842|hasTag
274877916491|10226|hasTag
274877916496|2077|hasTag
274877916496|15036|hasTag
206158439768|777|hasTag
206158439768|1418|hasTag
206158439768|11144|hasTag
206158439768|12021|hasTag
274877916580|2780|hasTag
206158439852|2954|hasTag
137438963501|2834|hasTag
137438963502|7538|hasTag
137438963503|2797|hasTag
137438963503|6393|hasTag
137438963506|2120|hasTag
137438963506|2797|hasTag
137438963516|571|hasTag
137438963516|2848|hasTag
137438963516|10294|hasTag
137438963518|294|hasTag
137438963518|2797|hasTag
137438963518|2851|hasTag
137438963518|11752|hasTag
137438963521|2935|hasTag
137438963521|13389|hasTag
68719486789|294|hasTag
68719486789|3029|hasTag
68719486790|7007|hasTag
68719486798|294|hasTag
68719486798|7602|hasTag
137438963537|540|hasTag
137438963537|2122|hasTag
137438963537|2893|hasTag
137438963537|2969|hasTag
137438963537|10048|hasTag
137438963537|11261|hasTag
137438963537|12775|hasTag
343597393750|1530|hasTag
343597393750|5800|hasTag
343597393750|12078|hasTag
343597393751|2915|hasTag
343597393751|3007|hasTag
343597393751|12078|hasTag
343597393754|2948|hasTag
343597393754|5142|hasTag
343597393755|3111|hasTag
343597393755|5059|hasTag
343597393755|6940|hasTag
343597393755|11269|hasTag
343597393761|2915|hasTag
343597393761|7543|hasTag
343597393761|11352|hasTag
343597393761|12078|hasTag
137438963744|2114|hasTag
137438963744|2855|hasTag
137438963744|5077|hasTag
137438963744|7106|hasTag
137438963745|1197|hasTag
137438963745|2114|hasTag
137438963745|2804|hasTag
137438963745|5077|hasTag
137438963746|1174|hasTag
137438963746|1614|hasTag
137438963746|2062|hasTag
