:START_ID(Organisation)|:END_ID(Place)|:TYPE
1149|97|isLocatedIn
1150|97|isLocatedIn
1151|97|isLocatedIn
1152|97|isLocatedIn
1153|97|isLocatedIn
1154|97|isLocatedIn
1155|97|isLocatedIn
1156|97|isLocatedIn
1157|97|isLocatedIn
1158|97|isLocatedIn
1159|97|isLocatedIn
1160|97|isLocatedIn
1161|97|isLocatedIn
1162|97|isLocatedIn
1163|97|isLocatedIn
1164|97|isLocatedIn
1165|97|isLocatedIn
1166|97|isLocatedIn
1167|97|isLocatedIn
1168|97|isLocatedIn
1169|97|isLocatedIn
1170|97|isLocatedIn
1171|97|isLocatedIn
1172|97|isLocatedIn
1173|97|isLocatedIn
1174|98|isLocatedIn
1175|98|isLocatedIn
1176|98|isLocatedIn
1177|98|isLocatedIn
1178|98|isLocatedIn
1179|98|isLocatedIn
1180|98|isLocatedIn
1181|99|isLocatedIn
1182|99|isLocatedIn
1183|99|isLocatedIn
1184|99|isLocatedIn
1185|99|isLocatedIn
1186|99|isLocatedIn
1187|99|isLocatedIn
1188|99|isLocatedIn
1189|99|isLocatedIn
1190|99|isLocatedIn
1191|99|isLocatedIn
1192|99|isLocatedIn
1193|99|isLocatedIn
1194|99|isLocatedIn
1195|99|isLocatedIn
1196|99|isLocatedIn
1197|99|isLocatedIn
1198|99|isLocatedIn
1199|99|isLocatedIn
1200|99|isLocatedIn
1201|99|isLocatedIn
1202|99|isLocatedIn
1203|99|isLocatedIn
1204|99|isLocatedIn
1205|99|isLocatedIn
1206|99|isLocatedIn
1207|99|isLocatedIn
1208|99|isLocatedIn
1209|99|isLocatedIn
1210|99|isLocatedIn
1211|99|isLocatedIn
1212|99|isLocatedIn
1213|99|isLocatedIn
1214|99|isLocatedIn
1215|99|isLocatedIn
1216|99|isLocatedIn
1217|99|isLocatedIn
1218|99|isLocatedIn
1219|99|isLocatedIn
1220|99|isLocatedIn
1221|99|isLocatedIn
1222|99|isLocatedIn
1223|99|isLocatedIn
1224|99|isLocatedIn
1225|99|isLocatedIn
1226|100|isLocatedIn
1227|100|isLocatedIn
1228|100|isLocatedIn
1229|100|isLocatedIn
1230|100|isLocatedIn
1231|44|isLocatedIn
1232|44|isLocatedIn
1233|44|isLocatedIn
1234|44|isLocatedIn
1235|101|isLocatedIn
1236|101|isLocatedIn
1237|101|isLocatedIn
1238|101|isLocatedIn
1239|101|isLocatedIn
1240|101|isLocatedIn
1241|101|isLocatedIn
1242|101|isLocatedIn
1243|101|isLocatedIn
1244|101|isLocatedIn
1245|101|isLocatedIn
1246|101|isLocatedIn
1247|101|isLocatedIn
1248|101|isLocatedIn
1249|101|isLocatedIn
1250|101|isLocatedIn
1251|101|isLocatedIn
1252|101|isLocatedIn
1253|101|isLocatedIn
1254|101|isLocatedIn
1255|101|isLocatedIn
1256|101|isLocatedIn
1257|101|isLocatedIn
1258|101|isLocatedIn
1259|101|isLocatedIn
1260|101|isLocatedIn
1261|101|isLocatedIn
1262|101|isLocatedIn
1263|101|isLocatedIn
1264|101|isLocatedIn
1265|101|isLocatedIn
1266|101|isLocatedIn
1267|101|isLocatedIn
1268|101|isLocatedIn
1269|101|isLocatedIn
1270|101|isLocatedIn
1271|101|isLocatedIn
1272|101|isLocatedIn
1273|45|isLocatedIn
1274|45|isLocatedIn
1275|45|isLocatedIn
1276|45|isLocatedIn
1277|45|isLocatedIn
1278|45|isLocatedIn
1279|45|isLocatedIn
1280|45|isLocatedIn
1281|45|isLocatedIn
1282|45|isLocatedIn
1283|45|isLocatedIn
1284|45|isLocatedIn
1285|45|isLocatedIn
1286|45|isLocatedIn
1287|45|isLocatedIn
1288|45|isLocatedIn
1289|45|isLocatedIn
1290|45|isLocatedIn
1291|45|isLocatedIn
1292|46|isLocatedIn
1293|46|isLocatedIn
1294|46|isLocatedIn
1295|46|isLocatedIn
1296|102|isLocatedIn
1297|102|isLocatedIn
1298|102|isLocatedIn
1299|102|isLocatedIn
1300|102|isLocatedIn
1301|102|isLocatedIn
1302|102|isLocatedIn
1303|103|isLocatedIn
1304|103|isLocatedIn
1305|103|isLocatedIn
1306|103|isLocatedIn
1307|103|isLocatedIn
1308|103|isLocatedIn
1309|103|isLocatedIn
1310|103|isLocatedIn
1311|103|isLocatedIn
1312|103|isLocatedIn
1313|103|isLocatedIn
1314|103|isLocatedIn
1315|103|isLocatedIn
1316|103|isLocatedIn
1317|103|isLocatedIn
1318|103|isLocatedIn
1319|103|isLocatedIn
1320|104|isLocatedIn
1321|104|isLocatedIn
1322|104|isLocatedIn
1323|104|isLocatedIn
1324|104|isLocatedIn
1325|104|isLocatedIn
1326|105|isLocatedIn
1327|105|isLocatedIn
1328|105|isLocatedIn
1329|105|isLocatedIn
1330|105|isLocatedIn
1331|105|isLocatedIn
1332|105|isLocatedIn
1333|105|isLocatedIn
1334|105|isLocatedIn
1335|105|isLocatedIn
1336|105|isLocatedIn
1337|105|isLocatedIn
1338|105|isLocatedIn
1339|105|isLocatedIn
1340|105|isLocatedIn
1341|105|isLocatedIn
1342|105|isLocatedIn
1343|105|isLocatedIn
1344|105|isLocatedIn
1345|105|isLocatedIn
1346|105|isLocatedIn
1347|105|isLocatedIn
1348|105|isLocatedIn
1349|105|isLocatedIn
1350|105|isLocatedIn
1351|106|isLocatedIn
1352|106|isLocatedIn
1353|106|isLocatedIn
1354|106|isLocatedIn
1355|106|isLocatedIn
1356|106|isLocatedIn
1357|106|isLocatedIn
1358|106|isLocatedIn
1359|106|isLocatedIn
1360|106|isLocatedIn
1361|106|isLocatedIn
1362|106|isLocatedIn
1363|106|isLocatedIn
1364|106|isLocatedIn
1365|106|isLocatedIn
1366|106|isLocatedIn
1367|106|isLocatedIn
1368|106|isLocatedIn
1369|106|isLocatedIn
1370|106|isLocatedIn
1371|106|isLocatedIn
1372|106|isLocatedIn
1373|106|isLocatedIn
1374|106|isLocatedIn
1375|106|isLocatedIn
1376|106|isLocatedIn
1377|106|isLocatedIn
1378|106|isLocatedIn
1379|106|isLocatedIn
1380|106|isLocatedIn
1381|106|isLocatedIn
1382|106|isLocatedIn
1383|106|isLocatedIn
1384|106|isLocatedIn
1385|106|isLocatedIn
1386|106|isLocatedIn
1387|106|isLocatedIn
1388|106|isLocatedIn
1389|107|isLocatedIn
1390|107|isLocatedIn
1391|107|isLocatedIn
1392|107|isLocatedIn
1393|107|isLocatedIn
1394|107|isLocatedIn
1395|107|isLocatedIn
1396|107|isLocatedIn
1397|107|isLocatedIn
1398|107|isLocatedIn
1399|107|isLocatedIn
1400|107|isLocatedIn
1401|107|isLocatedIn
1402|107|isLocatedIn
1403|107|isLocatedIn
1404|107|isLocatedIn
1405|107|isLocatedIn
1406|107|isLocatedIn
1407|107|isLocatedIn
1408|107|isLocatedIn
1409|107|isLocatedIn
1410|107|isLocatedIn
1411|107|isLocatedIn
1412|107|isLocatedIn
1413|107|isLocatedIn
1414|107|isLocatedIn
1415|107|isLocatedIn
1416|107|isLocatedIn
1417|107|isLocatedIn
1418|107|isLocatedIn
1419|107|isLocatedIn
1420|107|isLocatedIn
1421|107|isLocatedIn
1422|107|isLocatedIn
1423|107|isLocatedIn
1424|107|isLocatedIn
1425|107|isLocatedIn
1426|107|isLocatedIn
1427|107|isLocatedIn
1428|107|isLocatedIn
1429|107|isLocatedIn
1430|107|isLocatedIn
1431|107|isLocatedIn
1432|107|isLocatedIn
1433|107|isLocatedIn
1434|107|isLocatedIn
1435|107|isLocatedIn
1436|107|isLocatedIn
1437|107|isLocatedIn
1438|107|isLocatedIn
1439|107|isLocatedIn
1440|57|isLocatedIn
1441|57|isLocatedIn
1442|57|isLocatedIn
1443|57|isLocatedIn
1444|57|isLocatedIn
1445|57|isLocatedIn
1446|57|isLocatedIn
1447|57|isLocatedIn
1448|57|isLocatedIn
1449|57|isLocatedIn
1450|57|isLocatedIn
1451|57|isLocatedIn
1452|57|isLocatedIn
1453|57|isLocatedIn
1454|57|isLocatedIn
1455|57|isLocatedIn
1456|57|isLocatedIn
1457|57|isLocatedIn
1458|57|isLocatedIn
1459|57|isLocatedIn
1460|57|isLocatedIn
1461|57|isLocatedIn
1462|57|isLocatedIn
1463|57|isLocatedIn
1464|57|isLocatedIn
1465|57|isLocatedIn
1466|57|isLocatedIn
1467|57|isLocatedIn
1468|57|isLocatedIn
1469|57|isLocatedIn
1470|57|isLocatedIn
1471|57|isLocatedIn
1472|57|isLocatedIn
1473|57|isLocatedIn
1474|57|isLocatedIn
1475|57|isLocatedIn
1476|57|isLocatedIn
1477|57|isLocatedIn
1478|57|isLocatedIn
1479|57|isLocatedIn
1480|57|isLocatedIn
1481|57|isLocatedIn
1482|57|isLocatedIn
1483|57|isLocatedIn
1484|57|isLocatedIn
1485|57|isLocatedIn
1486|57|isLocatedIn
1487|57|isLocatedIn
1488|57|isLocatedIn
1489|57|isLocatedIn
1490|57|isLocatedIn
1491|57|isLocatedIn
1492|57|isLocatedIn
1493|57|isLocatedIn
1494|57|isLocatedIn
1495|57|isLocatedIn
1496|57|isLocatedIn
1497|57|isLocatedIn
1498|57|isLocatedIn
1499|57|isLocatedIn
1500|57|isLocatedIn
1501|57|isLocatedIn
1502|57|isLocatedIn
1503|57|isLocatedIn
1504|57|isLocatedIn
1505|57|isLocatedIn
1506|57|isLocatedIn
1507|57|isLocatedIn
1508|57|isLocatedIn
1509|57|isLocatedIn
1510|57|isLocatedIn
1511|57|isLocatedIn
1512|57|isLocatedIn
1513|57|isLocatedIn
1514|57|isLocatedIn
1515|57|isLocatedIn
1516|57|isLocatedIn
1517|57|isLocatedIn
1518|57|isLocatedIn
1519|57|isLocatedIn
1520|57|isLocatedIn
1521|57|isLocatedIn
1522|57|isLocatedIn
1523|57|isLocatedIn
1524|57|isLocatedIn
1525|57|isLocatedIn
1526|57|isLocatedIn
1527|57|isLocatedIn
1528|57|isLocatedIn
1529|57|isLocatedIn
1530|57|isLocatedIn
1531|57|isLocatedIn
1532|57|isLocatedIn
1533|57|isLocatedIn
1534|57|isLocatedIn
1535|47|isLocatedIn
1536|47|isLocatedIn
1537|47|isLocatedIn
1538|47|isLocatedIn
1539|108|isLocatedIn
1540|108|isLocatedIn
1541|108|isLocatedIn
1542|108|isLocatedIn
1543|108|isLocatedIn
1544|108|isLocatedIn
1545|108|isLocatedIn
1546|108|isLocatedIn
1547|108|isLocatedIn
1548|108|isLocatedIn
1549|108|isLocatedIn
1550|108|isLocatedIn
1551|108|isLocatedIn
1552|108|isLocatedIn
1553|108|isLocatedIn
1554|108|isLocatedIn
1555|108|isLocatedIn
1556|108|isLocatedIn
1557|58|isLocatedIn
1558|58|isLocatedIn
1559|58|isLocatedIn
1560|58|isLocatedIn
1561|58|isLocatedIn
1562|48|isLocatedIn
1563|48|isLocatedIn
1564|48|isLocatedIn
1565|48|isLocatedIn
1566|48|isLocatedIn
1567|109|isLocatedIn
1568|109|isLocatedIn
1569|110|isLocatedIn
1570|110|isLocatedIn
1571|110|isLocatedIn
1572|110|isLocatedIn
1573|110|isLocatedIn
1574|110|isLocatedIn
1575|957|isLocatedIn
1576|951|isLocatedIn
1577|954|isLocatedIn
1578|952|isLocatedIn
1579|772|isLocatedIn
1580|956|isLocatedIn
1581|953|isLocatedIn
1582|955|isLocatedIn
1583|955|isLocatedIn
1584|959|isLocatedIn
1585|955|isLocatedIn
1586|958|isLocatedIn
1587|955|isLocatedIn
1588|953|isLocatedIn
1589|955|isLocatedIn
1590|955|isLocatedIn
1591|955|isLocatedIn
1592|955|isLocatedIn
1593|955|isLocatedIn
1594|959|isLocatedIn
1595|965|isLocatedIn
1596|960|isLocatedIn
1597|963|isLocatedIn
1598|960|isLocatedIn
1599|961|isLocatedIn
1600|960|isLocatedIn
1601|969|isLocatedIn
1602|967|isLocatedIn
1603|508|isLocatedIn
1604|974|isLocatedIn
1605|972|isLocatedIn
1606|973|isLocatedIn
1607|978|isLocatedIn
1608|977|isLocatedIn
1609|979|isLocatedIn
1610|972|isLocatedIn
1611|972|isLocatedIn
1612|979|isLocatedIn
1613|971|isLocatedIn
1614|971|isLocatedIn
1615|972|isLocatedIn
1616|972|isLocatedIn
1617|972|isLocatedIn
1618|972|isLocatedIn
1619|827|isLocatedIn
1620|975|isLocatedIn
1621|976|isLocatedIn
1622|976|isLocatedIn
1623|975|isLocatedIn
1624|971|isLocatedIn
1625|972|isLocatedIn
1626|972|isLocatedIn
1627|972|isLocatedIn
1628|972|isLocatedIn
1629|972|isLocatedIn
1630|972|isLocatedIn
1631|970|isLocatedIn
1632|970|isLocatedIn
1633|970|isLocatedIn
1634|978|isLocatedIn
1635|984|isLocatedIn
1636|984|isLocatedIn
1637|985|isLocatedIn
1638|985|isLocatedIn
1639|986|isLocatedIn
1640|987|isLocatedIn
1641|982|isLocatedIn
1642|983|isLocatedIn
1643|983|isLocatedIn
1644|981|isLocatedIn
1645|981|isLocatedIn
1646|981|isLocatedIn
1647|981|isLocatedIn
1648|981|isLocatedIn
1649|987|isLocatedIn
1650|987|isLocatedIn
1651|987|isLocatedIn
1652|987|isLocatedIn
1653|987|isLocatedIn
1654|987|isLocatedIn
1655|982|isLocatedIn
1656|982|isLocatedIn
1657|983|isLocatedIn
1658|983|isLocatedIn
1659|980|isLocatedIn
1660|981|isLocatedIn
1661|981|isLocatedIn
1662|981|isLocatedIn
1663|981|isLocatedIn
1664|981|isLocatedIn
1665|981|isLocatedIn
1666|981|isLocatedIn
1667|986|isLocatedIn
1668|986|isLocatedIn
1669|986|isLocatedIn
1670|986|isLocatedIn
1671|986|isLocatedIn
1672|986|isLocatedIn
1673|986|isLocatedIn
1674|986|isLocatedIn
1675|986|isLocatedIn
1676|989|isLocatedIn
1677|984|isLocatedIn
1678|989|isLocatedIn
1679|989|isLocatedIn
1680|986|isLocatedIn
1681|986|isLocatedIn
1682|986|isLocatedIn
1683|986|isLocatedIn
1684|986|isLocatedIn
1685|986|isLocatedIn
1686|981|isLocatedIn
1687|987|isLocatedIn
1688|987|isLocatedIn
1689|987|isLocatedIn
1690|987|isLocatedIn
1691|987|isLocatedIn
1692|987|isLocatedIn
1693|987|isLocatedIn
1694|987|isLocatedIn
1695|987|isLocatedIn
1696|982|isLocatedIn
1697|982|isLocatedIn
1698|982|isLocatedIn
1699|983|isLocatedIn
1700|983|isLocatedIn
1701|983|isLocatedIn
1702|980|isLocatedIn
1703|980|isLocatedIn
1704|981|isLocatedIn
1705|981|isLocatedIn
1706|981|isLocatedIn
1707|981|isLocatedIn
1708|981|isLocatedIn
1709|981|isLocatedIn
1710|981|isLocatedIn
1711|981|isLocatedIn
1712|981|isLocatedIn
1713|981|isLocatedIn
1714|981|isLocatedIn
1715|984|isLocatedIn
1716|984|isLocatedIn
1717|984|isLocatedIn
1718|984|isLocatedIn
1719|984|isLocatedIn
1720|988|isLocatedIn
1721|988|isLocatedIn
1722|981|isLocatedIn
1723|983|isLocatedIn
1724|984|isLocatedIn
1725|984|isLocatedIn
1726|984|isLocatedIn
1727|984|isLocatedIn
1728|984|isLocatedIn
1729|985|isLocatedIn
1730|988|isLocatedIn
1731|981|isLocatedIn
1732|984|isLocatedIn
1733|983|isLocatedIn
1734|983|isLocatedIn
1735|989|isLocatedIn
1736|986|isLocatedIn
1737|986|isLocatedIn
1738|986|isLocatedIn
1739|986|isLocatedIn
1740|986|isLocatedIn
1741|981|isLocatedIn
1742|987|isLocatedIn
1743|987|isLocatedIn
1744|987|isLocatedIn
1745|987|isLocatedIn
1746|987|isLocatedIn
1747|982|isLocatedIn
1748|982|isLocatedIn
1749|982|isLocatedIn
1750|983|isLocatedIn
1751|981|isLocatedIn
1752|981|isLocatedIn
1753|981|isLocatedIn
1754|981|isLocatedIn
1755|981|isLocatedIn
1756|984|isLocatedIn
1757|984|isLocatedIn
1758|984|isLocatedIn
1759|984|isLocatedIn
1760|984|isLocatedIn
1761|985|isLocatedIn
1762|985|isLocatedIn
1763|985|isLocatedIn
1764|1002|isLocatedIn
1765|509|isLocatedIn
1766|509|isLocatedIn
1767|509|isLocatedIn
1768|509|isLocatedIn
1769|509|isLocatedIn
1770|509|isLocatedIn
1771|509|isLocatedIn
1772|509|isLocatedIn
1773|509|isLocatedIn
1774|509|isLocatedIn
1775|509|isLocatedIn
1776|509|isLocatedIn
1777|509|isLocatedIn
1778|509|isLocatedIn
1779|509|isLocatedIn
1780|510|isLocatedIn
1781|510|isLocatedIn
1782|510|isLocatedIn
1783|510|isLocatedIn
1784|510|isLocatedIn
1785|510|isLocatedIn
1786|510|isLocatedIn
1787|510|isLocatedIn
1788|510|isLocatedIn
1789|510|isLocatedIn
1790|510|isLocatedIn
1791|510|isLocatedIn
1792|510|isLocatedIn
1793|510|isLocatedIn
1794|510|isLocatedIn
1795|510|isLocatedIn
1796|510|isLocatedIn
1797|510|isLocatedIn
1798|510|isLocatedIn
1799|510|isLocatedIn
1800|996|isLocatedIn
1801|990|isLocatedIn
1802|996|isLocatedIn
1803|996|isLocatedIn
1804|998|isLocatedIn
1805|993|isLocatedIn
1806|996|isLocatedIn
1807|1009|isLocatedIn
1808|1009|isLocatedIn
1809|1009|isLocatedIn
1810|1009|isLocatedIn
1811|1001|isLocatedIn
1812|1000|isLocatedIn
1813|1003|isLocatedIn
1814|1005|isLocatedIn
1815|1007|isLocatedIn
1816|1008|isLocatedIn
1817|1009|isLocatedIn
1818|1009|isLocatedIn
1819|1009|isLocatedIn
1820|1002|isLocatedIn
1821|1001|isLocatedIn
1822|1006|isLocatedIn
1823|1004|isLocatedIn
1824|1008|isLocatedIn
1825|1295|isLocatedIn
1826|1004|isLocatedIn
1827|1294|isLocatedIn
1828|1288|isLocatedIn
1829|1009|isLocatedIn
1830|1009|isLocatedIn
1831|1001|isLocatedIn
1832|1001|isLocatedIn
1833|1009|isLocatedIn
1834|1009|isLocatedIn
1835|1009|isLocatedIn
1836|1004|isLocatedIn
1837|511|isLocatedIn
1838|1433|isLocatedIn
1839|512|isLocatedIn
1840|512|isLocatedIn
1841|512|isLocatedIn
1842|512|isLocatedIn
1843|512|isLocatedIn
1844|512|isLocatedIn
1845|512|isLocatedIn
1846|512|isLocatedIn
1847|512|isLocatedIn
1848|512|isLocatedIn
1849|592|isLocatedIn
1850|592|isLocatedIn
1851|559|isLocatedIn
1852|583|isLocatedIn
1853|571|isLocatedIn
1854|571|isLocatedIn
1855|584|isLocatedIn
1856|559|isLocatedIn
1857|559|isLocatedIn
1858|559|isLocatedIn
1859|559|isLocatedIn
1860|564|isLocatedIn
1861|591|isLocatedIn
1862|586|isLocatedIn
1863|557|isLocatedIn
1864|581|isLocatedIn
1865|560|isLocatedIn
1866|582|isLocatedIn
1867|578|isLocatedIn
1868|559|isLocatedIn
1869|575|isLocatedIn
1870|556|isLocatedIn
1871|558|isLocatedIn
1872|568|isLocatedIn
1873|588|isLocatedIn
1874|585|isLocatedIn
1875|574|isLocatedIn
1876|567|isLocatedIn
1877|563|isLocatedIn
1878|570|isLocatedIn
1879|590|isLocatedIn
1880|563|isLocatedIn
1881|587|isLocatedIn
1882|576|isLocatedIn
1883|555|isLocatedIn
1884|573|isLocatedIn
1885|588|isLocatedIn
1886|580|isLocatedIn
1887|577|isLocatedIn
1888|566|isLocatedIn
1889|594|isLocatedIn
1890|582|isLocatedIn
1891|582|isLocatedIn
1892|582|isLocatedIn
1893|561|isLocatedIn
1894|569|isLocatedIn
1895|559|isLocatedIn
1896|583|isLocatedIn
1897|583|isLocatedIn
1898|579|isLocatedIn
1899|584|isLocatedIn
1900|579|isLocatedIn
1901|559|isLocatedIn
1902|559|isLocatedIn
1903|591|isLocatedIn
1904|586|isLocatedIn
1905|586|isLocatedIn
1906|586|isLocatedIn
1907|582|isLocatedIn
1908|582|isLocatedIn
1909|573|isLocatedIn
1910|588|isLocatedIn
1911|566|isLocatedIn
1912|559|isLocatedIn
1913|572|isLocatedIn
1914|562|isLocatedIn
1915|586|isLocatedIn
1916|565|isLocatedIn
1917|584|isLocatedIn
1918|584|isLocatedIn
1919|584|isLocatedIn
1920|559|isLocatedIn
1921|566|isLocatedIn
1922|593|isLocatedIn
1923|582|isLocatedIn
1924|578|isLocatedIn
1925|578|isLocatedIn
1926|578|isLocatedIn
1927|582|isLocatedIn
1928|582|isLocatedIn
1929|582|isLocatedIn
1930|593|isLocatedIn
1931|565|isLocatedIn
1932|582|isLocatedIn
1933|582|isLocatedIn
1934|562|isLocatedIn
1935|572|isLocatedIn
1936|564|isLocatedIn
1937|588|isLocatedIn
1938|589|isLocatedIn
1939|589|isLocatedIn
1940|582|isLocatedIn
1941|582|isLocatedIn
1942|845|isLocatedIn
1943|868|isLocatedIn
1944|513|isLocatedIn
1945|513|isLocatedIn
1946|513|isLocatedIn
1947|513|isLocatedIn
1948|513|isLocatedIn
1949|848|isLocatedIn
1950|513|isLocatedIn
1951|513|isLocatedIn
1952|513|isLocatedIn
1953|1019|isLocatedIn
1954|1016|isLocatedIn
1955|1016|isLocatedIn
1956|1014|isLocatedIn
1957|1017|isLocatedIn
1958|1018|isLocatedIn
1959|1011|isLocatedIn
1960|1010|isLocatedIn
1961|1012|isLocatedIn
1962|1018|isLocatedIn
1963|1016|isLocatedIn
1964|1016|isLocatedIn
1965|1013|isLocatedIn
1966|1015|isLocatedIn
1967|1014|isLocatedIn
1968|1016|isLocatedIn
1969|1037|isLocatedIn
1970|1037|isLocatedIn
1971|1037|isLocatedIn
1972|1037|isLocatedIn
1973|1037|isLocatedIn
1974|1037|isLocatedIn
1975|1037|isLocatedIn
1976|1037|isLocatedIn
1977|1037|isLocatedIn
1978|1037|isLocatedIn
1979|1036|isLocatedIn
1980|1045|isLocatedIn
1981|1043|isLocatedIn
1982|1027|isLocatedIn
1983|1025|isLocatedIn
1984|1025|isLocatedIn
1985|1025|isLocatedIn
1986|1023|isLocatedIn
1987|1023|isLocatedIn
1988|1026|isLocatedIn
1989|1029|isLocatedIn
1990|1029|isLocatedIn
1991|1029|isLocatedIn
1992|1029|isLocatedIn
1993|1020|isLocatedIn
1994|1020|isLocatedIn
1995|1020|isLocatedIn
1996|1026|isLocatedIn
1997|1024|isLocatedIn
1998|1024|isLocatedIn
1999|1024|isLocatedIn
2000|1024|isLocatedIn
2001|1024|isLocatedIn
2002|1024|isLocatedIn
2003|1023|isLocatedIn
2004|1020|isLocatedIn
2005|1020|isLocatedIn
2006|1028|isLocatedIn
2007|1027|isLocatedIn
2008|1028|isLocatedIn
2009|1028|isLocatedIn
2010|1028|isLocatedIn
2011|981|isLocatedIn
2012|1028|isLocatedIn
2013|1028|isLocatedIn
2014|1028|isLocatedIn
2015|1028|isLocatedIn
2016|1028|isLocatedIn
2017|1028|isLocatedIn
2018|1028|isLocatedIn
2019|1022|isLocatedIn
2020|1022|isLocatedIn
2021|1022|isLocatedIn
2022|1022|isLocatedIn
2023|1020|isLocatedIn
2024|1029|isLocatedIn
2025|1029|isLocatedIn
2026|1029|isLocatedIn
2027|1029|isLocatedIn
2028|1029|isLocatedIn
2029|1029|isLocatedIn
2030|1029|isLocatedIn
2031|1029|isLocatedIn
2032|1029|isLocatedIn
2033|1029|isLocatedIn
2034|1029|isLocatedIn
2035|1029|isLocatedIn
2036|1029|isLocatedIn
2037|1020|isLocatedIn
2038|1020|isLocatedIn
2039|1020|isLocatedIn
2040|1020|isLocatedIn
2041|1020|isLocatedIn
2042|1020|isLocatedIn
2043|1020|isLocatedIn
2044|1020|isLocatedIn
2045|1020|isLocatedIn
2046|1020|isLocatedIn
2047|1020|isLocatedIn
2048|1020|isLocatedIn
2049|1020|isLocatedIn
2050|1020|isLocatedIn
2051|1026|isLocatedIn
2052|1024|isLocatedIn
2053|1024|isLocatedIn
2054|1023|isLocatedIn
2055|1027|isLocatedIn
2056|1027|isLocatedIn
2057|1027|isLocatedIn
2058|1025|isLocatedIn
2059|1025|isLocatedIn
2060|1025|isLocatedIn
2061|1025|isLocatedIn
2062|1023|isLocatedIn
2063|1023|isLocatedIn
2064|1023|isLocatedIn
2065|1026|isLocatedIn
2066|1026|isLocatedIn
2067|1021|isLocatedIn
2068|880|isLocatedIn
2069|1029|isLocatedIn
2070|1022|isLocatedIn
2071|1022|isLocatedIn
2072|1022|isLocatedIn
2073|1022|isLocatedIn
2074|1021|isLocatedIn
2075|1021|isLocatedIn
2076|1029|isLocatedIn
2077|1022|isLocatedIn
2078|1021|isLocatedIn
2079|1021|isLocatedIn
2080|1029|isLocatedIn
2081|1029|isLocatedIn
2082|1029|isLocatedIn
2083|1029|isLocatedIn
2084|1029|isLocatedIn
2085|1029|isLocatedIn
2086|1029|isLocatedIn
2087|1029|isLocatedIn
2088|1020|isLocatedIn
2089|1020|isLocatedIn
2090|1020|isLocatedIn
2091|1020|isLocatedIn
2092|1020|isLocatedIn
2093|1020|isLocatedIn
2094|1020|isLocatedIn
2095|1020|isLocatedIn
2096|1020|isLocatedIn
2097|1020|isLocatedIn
2098|1020|isLocatedIn
2099|1020|isLocatedIn
2100|364|isLocatedIn
2101|1026|isLocatedIn
2102|1026|isLocatedIn
2103|1024|isLocatedIn
2104|1023|isLocatedIn
2105|1020|isLocatedIn
2106|1020|isLocatedIn
2107|1028|isLocatedIn
2108|1028|isLocatedIn
2109|1028|isLocatedIn
2110|1028|isLocatedIn
2111|1021|isLocatedIn
2112|1027|isLocatedIn
2113|1027|isLocatedIn
2114|1027|isLocatedIn
2115|1027|isLocatedIn
2116|1025|isLocatedIn
2117|1025|isLocatedIn
2118|1025|isLocatedIn
2119|1025|isLocatedIn
2120|1023|isLocatedIn
2121|1023|isLocatedIn
2122|1023|isLocatedIn
2123|1026|isLocatedIn
2124|1363|isLocatedIn
2125|1029|isLocatedIn
2126|1029|isLocatedIn
2127|1029|isLocatedIn
2128|1029|isLocatedIn
2129|1020|isLocatedIn
2130|1020|isLocatedIn
2131|1020|isLocatedIn
2132|1020|isLocatedIn
2133|1020|isLocatedIn
2134|1020|isLocatedIn
2135|1020|isLocatedIn
2136|1020|isLocatedIn
2137|1020|isLocatedIn
2138|1026|isLocatedIn
2139|1024|isLocatedIn
2140|1024|isLocatedIn
2141|1020|isLocatedIn
2142|1020|isLocatedIn
2143|1020|isLocatedIn
2144|1028|isLocatedIn
2145|1028|isLocatedIn
2146|1028|isLocatedIn
2147|1028|isLocatedIn
2148|1028|isLocatedIn
2149|1028|isLocatedIn
2150|1028|isLocatedIn
2151|1027|isLocatedIn
2152|1027|isLocatedIn
2153|1025|isLocatedIn
2154|1025|isLocatedIn
2155|1025|isLocatedIn
2156|1023|isLocatedIn
2157|1023|isLocatedIn
2158|1026|isLocatedIn
2159|1026|isLocatedIn
2160|1026|isLocatedIn
2161|1026|isLocatedIn
2162|1026|isLocatedIn
2163|1022|isLocatedIn
2164|1022|isLocatedIn
2165|1022|isLocatedIn
2166|1022|isLocatedIn
2167|1022|isLocatedIn
2168|1021|isLocatedIn
2169|1021|isLocatedIn
2170|1021|isLocatedIn
2171|1259|isLocatedIn
2172|1051|isLocatedIn
2173|1053|isLocatedIn
2174|1050|isLocatedIn
2175|1050|isLocatedIn
2176|1059|isLocatedIn
2177|1059|isLocatedIn
2178|1051|isLocatedIn
2179|1051|isLocatedIn
2180|1051|isLocatedIn
2181|1051|isLocatedIn
2182|1051|isLocatedIn
2183|1057|isLocatedIn
2184|1059|isLocatedIn
2185|1059|isLocatedIn
2186|1058|isLocatedIn
2187|1055|isLocatedIn
2188|1051|isLocatedIn
2189|1051|isLocatedIn
2190|1051|isLocatedIn
2191|1051|isLocatedIn
2192|1054|isLocatedIn
2193|1056|isLocatedIn
2194|1056|isLocatedIn
2195|1051|isLocatedIn
2196|1051|isLocatedIn
2197|1051|isLocatedIn
2198|1054|isLocatedIn
2199|1059|isLocatedIn
2200|1059|isLocatedIn
2201|1055|isLocatedIn
